motor_id,x,y,z
1,1439.658,-1128.979,-174.836
1,1429.816,-1111.774,-273.54
1,1440.559,-1127.385,-336.321
1,1467.612,-1168.513,-393.451
1,1500.106,-1218.727,-421.286
2,1451.492,-1448.182,-249.756
2,1460.841,-1429.604,-333.171
2,1482.988,-1386.954,-384.075
2,1512.4,-1330.767,-408.031
2,1541.892,-1274.7,-403.49
3,1726.181,-1270.812,-237.098
3,1719.131,-1271.202,-305.32
3,1689.707,-1273.137,-356.633
3,1631.265,-1276.926,-398.354
3,1579.266,-1280.36,-409.254
