Index,cmd_x,cmd_y,cmd_z,theta_1,theta_2,theta_3,meas_x,meas_y,meas_z
0,64.506,52.785,-202.524,-12.2,21.7,-19.3,58.97,46.132,-203.579
1,66.634,99.295,-199.252,3.1,35.9,-24.6,61.197,90.74,-201.279
2,-68.846,72.203,-203.641,29.4,-5.4,-20.1,-60.61,67.258,-205.774
3,28.068,-83.075,-222.094,-9.8,4,30.9,25.347,-76.869,-219.604
4,55.326,18.983,-205.106,-18.3,11.2,-12.3,50.424,14.938,-205.132
5,12.263,-1.729,-191.314,-24.5,-17.2,-20,10.987,-2.629,-193.126
6,-75.349,-20.632,-229.1,25.2,-10.2,16.3,-69.762,-19.079,-227.272
7,77.195,-59.084,-216.984,-19,19.2,25,71.245,-56.968,-214.453
8,-41.509,-6.419,-192.235,-6.1,-30.2,-15.1,-38.3,-5.815,-194.237
9,-71.469,13.571,-228.4,27.3,-6.1,5.5,-65.058,12.338,-227.169
10,-71.378,-74.193,-232.97,25,-8.7,36.9,-68.133,-67.722,-230.802
11,-4.146,6.494,-216.968,-1.8,-4,-5.8,-3.884,5.402,-215.587
12,-1.948,11.344,-221.013,0.7,-0.2,-4.7,-1.587,9.7,-219.207
13,88.406,73.706,-225.324,6.6,45.1,-3.1,81.535,65.402,-225.593
14,72.843,-36.309,-223.938,-14.2,20.9,18.7,67.177,-36.75,-220.948
15,42.802,32.142,-209.347,-11,11.4,-14.4,39.112,27.47,-209.135
16,-38.138,-96.52,-194.733,-7,-27.4,27.2,-37.685,-86.966,-195.904
17,17.304,-108.497,-203.259,-16.6,-7.6,34.9,15.071,-98.94,-203.195
18,25.978,98.768,-232.808,25.2,36.1,-9,25.35,91.39,-231.723
19,-108.205,5.564,-192.88,27.7,-30,-3.5,-99.703,4.961,-195.503
20,45.756,-81.494,-201.522,-25.4,-1.4,23.3,42.018,-75.59,-200.76
21,93.839,2.051,-212.714,-18.1,28.3,4.8,86.168,-2.447,-211.679
22,-90.76,0.021,-210.056,25.5,-20.1,3.1,-83.475,0.033,-210.444
23,-23.717,-20.658,-219.047,1.6,-10.4,4.6,-22.125,-18.986,-217.277
24,-78.079,5.145,-219.295,24.7,-13.3,3.9,-71.468,4.703,-218.734
25,-13.481,-9.553,-227.196,4.3,-2.3,5,-12.409,-9.23,-224.641
26,37.357,-66.139,-198.436,-27.4,-7.3,13.7,34.101,-61.242,-198.243
27,-112.417,-9.663,-194.263,28.5,-30.7,3.8,-104.239,-9.017,-196.311
28,88.741,19.97,-197.084,-25.2,22.3,-10.8,81.265,14.53,-198.155
29,-108.718,41.531,-199.965,37,-17.9,-8.2,-98.692,38.387,-203.019
30,-116.736,11,-221.612,43,-10.7,13.5,-107.295,9.702,-222.337
31,115.29,24.984,-238.395,1.5,50.5,18.7,106.817,17.504,-237.485
32,121.987,13.132,-220.374,-10.8,45.2,14,112.824,6.047,-219.909
33,-24.428,21.107,-199.327,-3.2,-17,-20.4,-21.943,18.872,-200.46
34,14.148,-94.705,-232.219,-0.3,6.5,39.3,12.249,-87.192,-229.449
35,27.475,26.772,-194.17,-19.9,-3.8,-25.2,24.943,23.256,-195.834
36,-6.596,1.977,-200.619,-12,-15.7,-14.8,-6.06,1.166,-201.222
37,29.376,50.627,-218.427,1.4,15.9,-13.2,27.378,45.363,-217.446
38,-31.604,-56.255,-231.074,9.1,-6,24.1,-30.117,-51.511,-228.305
39,95.227,-30.547,-215.746,-19.4,27.2,17.4,87.834,-32.179,-213.679
40,55.537,24.506,-235.926,1.6,26.7,4.7,51.263,19.949,-233.354
41,3.409,25.168,-226.031,4.9,6.5,-5,3.716,21.949,-223.956
42,-34.721,-104.615,-216.887,5.5,-11.9,39,-34.486,-94.828,-216.026
43,105.332,9.728,-214.473,-15.7,35.1,6.7,96.888,4.051,-213.792
44,-98.678,39.547,-237.752,45.9,3.8,11,-89.37,36.691,-237.892
45,-13.194,-18.97,-235.933,8,1.8,12.5,-12.067,-18.027,-232.598
46,93.039,55.264,-224.097,0.1,41.9,-0.6,85.712,47.476,-223.999
47,-98.672,2.255,-212.897,30.5,-17.9,6.1,-90.846,1.981,-213.299
48,-72.034,43.79,-204.326,23.2,-14.2,-15.2,-64.891,40.636,-205.846
49,-41.586,-114.414,-227.893,15.3,-5.1,48,-41.463,-104.158,-226.647
50,-15.327,-121.08,-216.778,1.7,-6,45.5,-16.397,-110.142,-216.309
51,-75.817,27.94,-202.578,20.4,-19.5,-12.3,-68.836,25.685,-204.113
52,-106.435,48.347,-216.978,43.2,-5.8,-0.1,-96.182,44.975,-218.864
53,93.693,1.563,-209.872,-20,27,3.3,86.105,-2.725,-209.153
54,-12.131,111.294,-194.773,21.3,15,-33,-8.719,104.005,-196.749
55,-38.499,-105.865,-218.002,7.7,-11.6,40.3,-38.024,-96.14,-217.044
56,-25.265,2.46,-216.005,3.2,-9.8,-4.4,-23.254,2.113,-214.812
57,-20.174,52.005,-197.429,2.5,-8.9,-28.1,-17.637,47.806,-199.111
58,-54.682,-68.662,-222.668,13,-13.8,27.7,-52.198,-62.336,-220.852
59,-11.269,66.974,-218.682,15.4,10,-16.1,-9.03,61.695,-218.081
60,-92.47,49.501,-230.17,42.6,2,3.6,-82.98,46.112,-230.73
61,-100.239,62.637,-237.365,51.1,9.7,7.7,-89.996,58.916,-238.578
62,-12.129,-26.43,-214.519,-5.1,-11.3,3.6,-11.494,-24.338,-213.108
63,39.494,13.625,-239.151,3.3,21.2,7,36.427,10.567,-235.838
64,41.129,69.894,-232.645,13,31.1,-6,38.463,63.286,-231.103
65,107.552,10.094,-218.267,-13.2,37.6,9.2,99.273,4.022,-217.303
66,36.445,-103.478,-210.219,-16.3,2.3,36.2,33.285,-95.397,-209.018
67,90.19,-41.348,-196.855,-32,16,11.1,83.173,-41.395,-196.265
68,-36.739,11.484,-210.594,5.6,-13.7,-9.3,-33.467,10.288,-210.312
69,18.388,70.182,-209.775,4.8,14.1,-21.8,17.545,64.077,-209.9
70,-89.342,-17.263,-219.342,27,-16.2,13.2,-82.707,-15.877,-218.634
71,73.083,-48.804,-216.916,-18.9,17.4,20.1,67.195,-47.573,-214.516
72,70.276,-73.158,-201.906,-27.7,9,23.3,65.075,-69.339,-200.545
73,-49.128,97.723,-206.235,31.8,8.1,-22.8,-42.032,91.588,-207.937
74,68.266,34.823,-202.841,-17.3,18.9,-15.2,62.409,29.165,-203.516
75,-8.29,-120.876,-214.204,-1.8,-6,44.4,-9.621,-110.212,-213.754
76,-67.084,6.026,-230.421,25.5,-5.8,7.8,-61.256,5.488,-228.761
77,57.394,34.478,-232.321,1.4,27.6,0.9,52.905,29.434,-230.185
78,-31.476,92.315,-197.297,20.3,3.8,-30.4,-26.602,86.008,-199.377
79,90.901,55.074,-213.793,-5.9,37.2,-7.1,83.61,47.459,-214.304
80,-62.768,-100.515,-204.088,9.2,-23.3,35.8,-61.184,-90.59,-204.362
81,10.2,68.486,-205.855,3.9,9.2,-24.6,10.228,62.66,-206.378
82,-25.01,112.026,-194.796,25.4,12.6,-32.3,-19.973,105.078,-196.941
83,-46.108,-24.711,-238.071,18.5,-2.8,17.8,-42.691,-22.874,-235.034
84,-44.773,-31.743,-220.872,8.8,-13.4,11.3,-41.798,-28.984,-219.101
85,-68.762,-98.352,-239.295,29.2,-3.1,48.9,-67.032,-89.971,-237.204
86,77.106,-89.544,-233.383,-7.8,28.8,44.3,71.872,-85.536,-229.832
87,-41.996,-28.438,-227.598,11.6,-8.7,13.3,-39.062,-26.11,-225.251
88,36.91,73.315,-226.2,11.3,28.1,-10.6,34.59,66.641,-225.064
89,-56.187,-28.444,-206.811,6,-23.5,4.2,-52.336,-25.755,-206.668
90,93.845,46.247,-198.999,-17.6,31,-14,86.095,38.963,-200.661
91,63.725,-70.622,-208.012,-23.5,9.2,23.6,58.813,-66.939,-206.245
92,62.205,-60.469,-211.526,-21.5,10.1,20.5,57.205,-57.699,-209.476
93,9.436,-121.879,-200.97,-14.1,-9.1,40.5,7.54,-111.128,-201.526
94,79.065,63.062,-194.884,-14.7,27.5,-22.8,72.35,55.392,-197.193
95,88.559,2.557,-239.495,-2,37.2,17.6,82.053,-1.863,-236.566
96,57.067,-89.471,-217.797,-15.7,12.8,35,52.765,-83.846,-215.39
97,68.604,-5.084,-226.18,-10,22.7,8.8,63.052,-7.895,-223.683
98,22.615,118.689,-223.76,29.7,39.1,-14.5,22.58,110.9,-223.451
99,3.249,102.523,-202.412,16.9,18.5,-28.4,4.6,95.167,-203.499
100,-71.914,72.429,-232.844,41.7,10.9,-1.9,-63.316,67.705,-233.056
101,-14.096,48.739,-235.423,19.3,12.9,-3.5,-11.667,44.664,-233.146
102,62.784,-31.259,-215.006,-18.9,12.8,10.6,57.722,-31.221,-212.92
103,-20.236,73.09,-222.74,21.7,12.2,-13.8,-16.67,67.606,-222.042
104,-20.369,52.352,-228.61,18.6,9.1,-7.8,-17.093,47.877,-226.998
105,-2.981,-106.748,-208.026,-9.1,-10.7,35.4,-4.322,-96.881,-207.755
106,-3.33,-29.794,-225.706,-1.1,-2.8,10.6,-3.579,-27.644,-223.054
107,-71.726,69.918,-202.261,29.3,-7.3,-20.2,-63.705,65.19,-204.581
108,23.428,-5.929,-237.958,2.4,13.2,10.2,21.766,-6.877,-234.333
109,105.138,-50.508,-197.242,-31.2,23.7,19.3,97.253,-51.005,-196.131
110,-65.574,103.529,-224.164,45.8,18.2,-9.8,-56.478,97.882,-225.371
111,-24.432,-100.66,-232.099,10,-1.7,42.2,-24.479,-91.732,-230.022
112,39.771,-68.046,-236.347,-3.9,14.8,31.7,36.448,-63.937,-232.659
113,58.704,-99.407,-226.736,-9.5,19.1,43,54.512,-93.122,-223.84
114,103.169,51.074,-195.952,-18,35.2,-14.1,94.598,42.889,-198.29
115,3.359,-53.302,-209.93,-13.3,-11.5,11.7,2.491,-49.058,-208.813
116,-79.768,54.997,-215.573,33.5,-4.6,-8.5,-71.579,51.187,-216.62
117,64.614,-63.26,-210.545,-22.3,10.6,21.6,59.411,-60.199,-208.545
118,2.872,-117.973,-228.223,2.8,4.2,47.8,1.157,-108.431,-226.486
119,65.58,-90.841,-220.415,-14.6,17.7,37.9,60.698,-85.402,-217.772
120,45.773,-79.197,-196.051,-29.3,-4.7,19.9,41.994,-73.36,-196.009
121,-54.778,31.938,-234.144,27.1,2.2,2,-49.338,29.359,-232.521
122,20.763,2.62,-220.282,-6.3,4.2,-2.2,18.882,1.108,-218.34
123,-80.517,-16.793,-216.857,22.2,-17.5,9.8,-74.526,-15.348,-216.154
124,-93.075,-82.58,-213.789,26.2,-20.1,37.1,-89.256,-74.974,-213.075
125,-40.288,3.316,-228.55,14.8,-4.5,3.9,-36.595,2.991,-226.377
126,-44.006,-26.661,-231.716,14.5,-6.4,15,-40.772,-24.478,-229.051
127,48.726,97.057,-216.722,13.4,35.5,-16.4,45.403,89.091,-216.937
128,68.671,-40.527,-206.561,-25.1,10.5,10.9,63.096,-39.895,-205.129
129,64.391,99.417,-210.429,9.4,39.1,-18.1,59.382,90.93,-211.528
130,-51.894,-111.117,-224.785,17,-8.6,46.6,-51.165,-100.985,-223.674
131,40.379,-61.001,-238.61,-2.8,16,30.1,37.199,-57.824,-234.708
132,-67.005,2.3,-214.164,17.5,-16.3,-0.3,-61.353,2.184,-213.792
133,-9.54,-93.928,-237.919,8.3,3.8,41,-10.302,-86.273,-235.044
134,6.15,-74.27,-237.913,3.2,6.1,33,4.933,-68.554,-234.494
135,-103.732,-20.29,-199.71,25.3,-28.6,7.9,-96.531,-18.521,-200.863
136,105.547,-63.084,-191.218,-34.8,21.5,22.4,97.741,-62.045,-190.462
137,-96.661,-59.371,-218.688,28.8,-18.2,30.2,-91.503,-54.165,-217.616
138,81.761,46.657,-216.669,-6.3,32.7,-6.1,75.03,39.677,-216.472
139,-99.143,66.793,-210.127,42.2,-4.5,-8.7,-88.584,62.327,-212.85
140,107.405,53.284,-224.627,0,47.3,3.7,99.15,44.982,-225.01
141,103.23,2.463,-192.179,-31.2,24.5,-4.5,94.946,-2.915,-193.184
142,-0.342,107.618,-232.756,33.4,33.2,-9.9,2.105,100.724,-231.831
143,-28.389,-32.664,-204.022,-6.7,-22,1,-26.678,-29.821,-203.962
144,100.198,-51.89,-212.649,-21.8,27.8,25.4,92.673,-51.871,-210.354
145,13.17,20.592,-215.737,-4.2,2.6,-10,12.14,17.723,-214.612
146,77.705,-29.81,-207.046,-24.7,15.4,8.8,71.408,-30.671,-205.705
147,-29.676,61.102,-211.508,15.6,0.5,-19,-25.883,56.266,-211.771
148,-86.533,-42.195,-212.968,21.6,-21.6,18.4,-81.014,-38.384,-212.339
149,91.918,-36.045,-217.411,-18.7,26.2,19.4,84.784,-37.175,-215.125
150,-97.111,44.997,-221.187,40.2,-4.4,0.4,-87.679,41.839,-222.222
151,-104.567,-61.433,-229.64,37.3,-11.6,37.7,-99.32,-56.481,-228.107
152,-70.317,-52.188,-191.882,3.3,-35.3,8.9,-66.728,-46.845,-193.369
153,20.659,21.869,-220.144,-2.9,7.4,-7.2,19.024,18.84,-218.495
154,-22.201,-56.548,-206.708,-7.9,-19.5,12.1,-21.453,-51.421,-206.25
155,66.731,54.054,-210.522,-7.1,26.2,-14,61.244,47.34,-210.758
156,14.982,92.274,-197.144,7.1,15.1,-31.6,14.848,85.059,-198.763
157,-3.442,-88.213,-196.029,-18.9,-20.7,21.6,-4.587,-79.963,-196.83
158,-11.873,29.097,-231.889,12.6,7,-2.2,-10.335,26.101,-229.57
159,68.947,-42.666,-196.177,-32.2,5.2,6.5,63.471,-41.664,-195.889
160,-41.139,110.796,-198.536,31.4,11.1,-28.6,-34.463,104.128,-200.724
161,-3.4,-92.146,-192.271,-21,-22.8,22.1,-4.397,-83.336,-193.629
162,-0.771,-88.189,-209.781,-10.8,-11.2,27.2,-1.869,-80.26,-208.921
163,-68.158,16.693,-203.903,15.5,-20.6,-10.2,-62.157,15.397,-204.882
164,103.051,4.414,-225.1,-10.1,37.5,13.1,95.211,-0.841,-223.415
165,-50.028,-21.676,-229.545,15.8,-8,12.9,-46.365,-20.001,-227.217
166,12.703,-108.621,-197.407,-19.4,-12.6,32.7,10.75,-98.782,-198.103
167,66.519,-100.929,-211.548,-19,14.8,39.2,61.652,-94.176,-209.713
168,32.948,-108.458,-231.144,-2.8,13.2,45.8,30.06,-100.545,-228.456
169,-106.975,16.794,-207.485,34.3,-18.7,1.4,-98.105,15.35,-209.02
170,103.023,63.71,-201.82,-10.4,40.3,-12.3,94.622,54.972,-204.022
171,95.123,-24.339,-205.742,-25.3,23.3,10.1,87.706,-26.875,-204.495
172,54.509,28.817,-218.241,-7.8,19.2,-6.6,49.983,23.988,-217.122
173,-59.039,108.606,-195.637,35.5,6.2,-28.1,-50.448,102.348,-198.644
174,-79.143,-30.26,-239.287,30.8,-5.1,25.2,-73.751,-27.845,-236.946
175,-105.86,-57.001,-200.944,25.7,-28.8,24,-100.163,-51.748,-201.465
176,56.198,-104.412,-196.539,-27.1,2.7,34,52.09,-96.688,-196.256
177,-25.642,25.297,-192.209,-6.1,-21.3,-26.5,-23.321,22.863,-194.511
178,67.507,46.592,-201.662,-14.9,20.9,-18.3,61.731,40.289,-202.702
179,-33.114,-48.701,-191.808,-13.4,-32.1,1.6,-31.539,-43.986,-193.418
180,18.302,86.157,-208.935,10.1,19.2,-23.5,17.865,79.259,-209.294
181,6.601,68.555,-203.595,3.5,7,-26.2,7.153,62.398,-204.376
182,52.609,-49.743,-208.159,-23,4.3,12.9,48.215,-47.485,-206.62
183,46.562,74.159,-200.21,-4.3,20.3,-26,42.945,66.991,-201.65
184,-89.805,-73.876,-193.728,14.6,-33.2,24.4,-85.752,-66.56,-194.72
185,-94.729,-26.957,-214.487,26.7,-20,15.4,-88.38,-24.502,-214.08
186,-20.265,-100.88,-213.459,-1.7,-11.9,35.1,-20.559,-91.416,-212.716
187,108.397,33.216,-237.234,2.2,48.5,14.4,100.256,25.7,-236.342
188,32.474,-24.763,-195.645,-28.1,-9.8,-6.8,29.464,-24.093,-196.285
189,25.242,96.871,-220.271,18.6,30,-16.4,24.56,89.397,-219.95
190,-27.062,-42.728,-190.633,-16.4,-31.9,-2.4,-25.916,-38.533,-192.449
191,4.808,103.762,-190.428,11.2,13.9,-36.3,5.985,96.517,-192.729
192,120.053,32.103,-205.194,-16.3,42.1,0.5,110.667,23.971,-206.352
193,-44.417,58.778,-239.418,32.1,12.9,-0.5,-38.599,54.422,-237.842
194,105.15,42.641,-236.381,3.8,48.5,11.4,97.417,34.97,-235.717
195,-17.057,16.864,-211.805,0.8,-8.2,-11.4,-15.113,14.852,-211.189
196,98.437,15.499,-238.029,-0.9,42.1,16,91.049,9.568,-236.034
197,-45.313,-42.406,-219.911,8,-14.5,14.8,-42.518,-38.582,-218.227
198,104.382,6.031,-195.365,-28.5,26.8,-3.4,95.939,0.775,-196.236
199,66.823,99.373,-207.643,7.7,39,-19.4,61.643,90.602,-209.127
200,-63.105,62.305,-239.966,39,12.3,1.8,-55.467,58.005,-239.188
201,-31.331,34.568,-238.196,22.1,8,1.4,-27.5,31.425,-235.743
202,-42.869,97.394,-230.778,39.4,21.3,-8.7,-36.174,91.523,-230.654
203,-91.231,16.296,-190.529,20.1,-30.5,-13.3,-83.55,14.919,-193.422
204,57.994,96.045,-238.53,23.2,46.4,-2.4,54.099,88.242,-237.872
205,61.535,-43.278,-226.749,-12,17.6,20.6,56.634,-42.457,-223.52
206,-95.789,-48.87,-216.114,27.2,-19.8,24.7,-90.224,-44.367,-215.274
207,23.314,59.223,-222.064,7,18.1,-12.6,22.007,53.484,-220.926
208,42.644,75.022,-229.862,13,31.9,-8,39.828,68.11,-228.614
209,-55.348,-58.468,-199.196,0.4,-29.2,12.8,-52.525,-52.713,-199.726
210,79.102,51.295,-214.319,-6.4,31.8,-8.8,72.55,44.048,-214.412
211,35.288,34.929,-210.77,-8.3,10.1,-14.8,32.588,30.152,-210.289
212,62.497,30.316,-198.494,-20.9,13.4,-18.2,57.144,25.283,-199.537
213,81.492,-68.022,-239.176,-5.8,31.7,38.9,75.783,-66.351,-235.091
214,-31.535,-48.235,-213.814,-0.4,-16.5,12.8,-30.014,-43.924,-212.538
215,-36.484,47.195,-235.345,25.1,8.7,-2,-32.023,43.398,-233.578
216,-111.2,-1.288,-197.616,30.1,-27.6,2.4,-102.846,-1.415,-199.576
217,-0.074,-8.031,-225.18,-0.2,-0.2,3.2,-0.102,-8.035,-222.707
218,79.236,42.333,-219.468,-5.7,31.9,-4.2,72.631,35.759,-218.913
219,22.607,-60.589,-211.128,-16.7,-5,16,20.406,-56.276,-209.664
220,57.097,-75.855,-198.874,-28.7,1.6,21,52.65,-70.846,-198.207
221,-14.202,5.816,-201.776,-8.2,-16.1,-15,-13.22,4.961,-202.349
222,-10.549,-18.11,-237.257,8.1,3.2,12.9,-9.65,-17.409,-233.792
223,94.175,-28.871,-221.575,-15.8,29.3,19.4,86.864,-30.904,-219.123
224,56.026,76.965,-229.071,11.6,36.3,-7,51.899,69.424,-228.284
225,-46.275,-76.683,-230.405,14.3,-7.9,33.3,-44.398,-69.994,-228.028
226,104.547,-44.908,-208.134,-24.4,28,21.8,96.641,-45.824,-206.275
227,-81.369,-94.453,-207.498,18.8,-22.8,37.5,-78.709,-85.33,-207.409
228,-14.722,-22.476,-225.428,2.3,-4.9,8.2,-13.862,-20.788,-223.005
229,14.929,-24.131,-238.883,2.7,9.6,15.7,13.545,-23.248,-235.183
230,100.256,-26.718,-226.095,-12.9,34,22.4,92.707,-29.32,-223.441
231,112.063,-42.552,-233.676,-8.9,42.1,34.6,104.184,-45.075,-230.398
232,-36.185,27.214,-233.321,19.8,3.1,0.5,-32.319,24.693,-231.148
233,-63.896,17.432,-207.216,15.4,-18,-9.2,-58.074,15.855,-207.796
234,51.43,84.594,-220.922,10.5,33.8,-13,47.935,77.056,-220.621
235,-2.279,-37.479,-228.669,-0.1,-1.2,14.8,-2.328,-35.015,-225.728
236,55.883,20.531,-213.739,-12.4,15.9,-7.2,51.075,16.494,-212.825
237,88.487,-65.392,-210.265,-23.2,21.4,27.1,81.838,-63.638,-207.936
238,30.989,-117.022,-233.315,0,15,50.3,28.227,-108.541,-230.925
239,-79.749,-96.131,-231.322,29.7,-8.5,46.8,-77.531,-87.456,-229.766
240,-27.771,13.447,-213.255,4.3,-10.1,-8.9,-25.31,12.131,-212.575
241,-54.349,-20.891,-230.169,17.8,-8,13.6,-50.194,-19.251,-227.862
242,4.725,107.557,-203.497,19.2,21.5,-27.6,6.203,100.257,-204.456
243,11.576,118.174,-212.668,26.5,31.6,-21.5,12.644,110.531,-212.878
244,13.615,-84.349,-191.379,-26.8,-19.4,17.9,11.816,-76.664,-192.629
245,-27.882,-84.634,-237.743,12.6,-0.5,37.9,-27.465,-77.57,-234.841
246,-17.283,61.529,-234.045,22.8,15.1,-6,-14.479,56.763,-232.246
247,-85.62,-13.116,-213.102,23.1,-19.7,7.8,-79.097,-11.972,-212.918
248,-59.117,-62.351,-220.024,13.2,-16,24.6,-56.045,-56.376,-218.515
249,54.849,-67.412,-202.997,-26.3,2.5,18.6,50.354,-63.087,-202.078
250,68.317,30.058,-234.538,0.8,31.6,4.7,62.895,24.583,-232.287
251,-10.914,-94.447,-198.718,-14.3,-20,26,-11.571,-85.569,-199.326
252,71.111,-92.128,-213.644,-18.9,16.8,36.8,65.936,-86.586,-211.454
253,112.577,-40.623,-224.541,-14.1,38.6,29.9,104.379,-43.106,-221.729
254,76.026,52.194,-221.834,-1.5,33.8,-5.1,70.014,44.995,-221.415
255,5.526,42.458,-194.965,-9.8,-6.5,-29,5.573,37.969,-196.688
256,112.27,37.87,-215.351,-9.3,43.1,2.6,103.389,29.954,-215.869
257,-0.92,111.881,-231.276,34.5,34.2,-10.8,1.81,104.819,-230.513
258,93.552,58.51,-213.757,-5,39.1,-6.9,85.976,50.392,-214.504
259,-28.888,106.873,-191.974,23.2,8,-34.1,-23.797,100.015,-194.505
260,-63.479,-82.518,-195.328,2.9,-31,23.8,-61.206,-74.248,-196.284
261,45.744,107.986,-194.819,7.1,30.3,-30.5,42.662,99.762,-196.808
262,110.76,24.624,-203.378,-19.6,35.8,-1.8,101.919,17.274,-204.245
263,-83.639,25.704,-199.514,22.1,-22.3,-11.9,-75.946,23.577,-201.503
264,-56.704,65.643,-193.354,18.4,-13.1,-28.5,-50.234,61.063,-196.179
265,-28.866,-107.726,-219.357,5.3,-9.1,40.9,-28.97,-97.862,-218.389
266,-98.204,-74.855,-234.112,37.1,-8.7,43.2,-94.204,-68.381,-232.331
267,-79.886,55.043,-223.674,36.6,0.1,-3.7,-71.628,51.505,-224.087
268,-54.546,-108.947,-205.367,7.5,-20.8,39.1,-53.596,-98.279,-205.727
269,-26.528,59.364,-197.247,6.9,-7.9,-28.8,-23.123,54.802,-199.061
270,-36.774,19.191,-223.685,13.8,-4.2,-3.3,-32.812,17.362,-222.151
271,-76.824,27.265,-213.985,25.6,-12.4,-4.9,-69.448,25.047,-214.41
272,40.165,-73.491,-217.188,-15.2,4.9,25.7,36.774,-68.479,-214.902
273,45.041,63.589,-218.282,2.7,24.4,-13.6,41.625,57.016,-217.686
274,-23.992,35.899,-216.124,9.4,-2.8,-12.5,-21.057,32.344,-215.404
275,15.861,-84.812,-223.984,-6.3,1.5,31.8,14.04,-77.995,-221.556
276,-47.719,-65.221,-210.603,3.8,-20.7,20.1,-45.641,-58.937,-209.798
277,78.978,-77.409,-228.051,-11.8,26,37.5,73.255,-74.294,-224.693
278,75.148,-80.722,-199.869,-28.7,10.7,26.9,69.51,-76.355,-198.727
279,11.727,60.681,-238.755,18.3,23.4,-3.3,11.969,55.182,-236.456
280,-94.91,-39.859,-238.866,36.7,-6.1,31.5,-89.127,-36.807,-236.822
281,68.355,40.849,-225.11,-2.1,29.7,-2.7,62.988,34.976,-223.795
282,82.993,67.145,-219.732,1.4,39.3,-6.9,76.232,59.155,-219.964
283,-76.542,-77.532,-195.864,9.2,-31.6,24,-73.428,-69.763,-196.73
284,27.571,-60.479,-230.184,-5.8,7.4,25.1,24.881,-56.34,-226.979
285,34.575,78.503,-232.432,16.5,31.6,-7.5,32.552,71.675,-230.96
286,101.459,-3.489,-197.733,-28.3,25,0.2,93.317,-8.206,-197.893
287,81.29,-11.174,-196.43,-30.5,13.7,-3.3,74.619,-14.038,-196.637
288,-64.833,-4.243,-221.667,19.3,-12.3,5.5,-59.509,-3.986,-220.481
289,-91.472,-5.724,-235.924,36,-5.2,18.7,-84.294,-5.474,-234.462
290,17.06,-57.448,-239.817,1.6,9.5,27.7,15.335,-53.692,-235.994
291,-106.656,-37.499,-201.998,26.7,-28,16.5,-100.101,-34.157,-202.646
292,-94.628,16.517,-199.53,25.5,-24.2,-6.7,-86.578,15.314,-201.494
293,-91.736,-53.271,-202.13,19,-28.5,19.1,-86.546,-48.202,-202.532
294,50.976,-53.158,-190.208,-35.4,-6.9,5.1,46.665,-49.977,-191.058
295,-57.143,-58.718,-225.92,15.4,-12.2,25.5,-54.107,-53.307,-223.867
296,-77.209,69.474,-226.175,40.2,6,-4.5,-68.547,65.148,-226.832
297,-48.268,21.235,-234.243,23,0.8,3.5,-43.383,19.459,-232.097
298,-56.788,-2.898,-215.036,13.1,-15.6,0.1,-51.913,-2.599,-214.367
299,-24.283,-116.448,-201.516,-5.1,-17.8,38.6,-24.877,-105.236,-202.35
300,69.791,-41.532,-205.678,-25.8,10.6,11.1,64.007,-40.647,-204.435
301,-91.6,-10.521,-193.364,17.4,-32.5,-2.7,-84.85,-9.527,-195.34
302,-72.034,-58.766,-236.29,26.2,-7.2,32.4,-68.271,-53.549,-233.819
303,49.192,58.335,-209.019,-4.8,20.2,-18.2,45.259,51.97,-209.249
304,58.922,-77.431,-230.522,-9.1,19.1,35.2,54.534,-73.267,-227.048
305,45.009,46.817,-226.866,2.7,23.8,-6,41.646,41.031,-225.292
306,-81.904,-78.468,-193.38,10.6,-33.2,24.6,-78.501,-70.546,-194.535
307,-15.535,-15.781,-204.705,-9.1,-17.5,-5.8,-14.726,-14.517,-204.615
308,19.309,-39.993,-215.443,-13,-3.2,9.5,17.359,-37.494,-213.554
309,-9.725,-31.486,-198.391,-16.5,-21.9,-3.7,-9.496,-28.869,-198.989
310,53.249,39.467,-235.836,5,28.8,1.4,49.09,33.964,-233.532
311,-61.329,70.804,-215.61,30.9,1.7,-13.7,-53.805,65.886,-216.399
312,-111.709,37.803,-224.463,46,-4,7.5,-101.439,34.923,-225.841
313,-57.52,24.04,-232.274,25.7,-0.8,3,-51.743,22.21,-230.608
314,55.006,41.033,-203.846,-13.8,15.4,-18.1,50.439,35.563,-204.356
315,-29.949,76.621,-196.087,13.4,-3,-30.8,-25.668,70.817,-198.207
316,-38.53,30.786,-210.145,9.9,-10.2,-14.1,-34.255,27.949,-210.178
317,93.988,-21.03,-208.227,-23.5,24.1,9.9,86.487,-23.501,-206.944
318,-65.54,0.285,-225.247,21.8,-9.6,6.3,-59.921,0.087,-223.787
319,-27.996,101.676,-236.488,39.2,27.8,-6.8,-22.548,95.68,-235.652
320,-123.54,-18.558,-208.822,38.8,-21.5,18.1,-114.992,-17.494,-209.712
321,12.095,19.753,-203.682,-11.6,-4.9,-17.7,11.103,17.284,-203.958
322,44.259,116.296,-224.344,25.8,44.1,-12.5,41.971,108.139,-224.29
323,79.139,81.246,-235.874,15.2,47.7,0.4,73.453,73.114,-235.525
324,-32.689,-107.672,-208.767,0.7,-16.1,37.4,-32.501,-97.636,-208.656
325,63.074,-76.953,-202.325,-26.8,6.2,24,58.194,-72.116,-201.289
326,-33.55,104.152,-193.275,24.1,6.5,-32.9,-27.927,97.517,-195.82
