Index,cmd_x,cmd_y,cmd_z,theta_1,theta_2,theta_3,meas_x,meas_y,meas_z
2246,106.286,-12.745,-230.386,-9.1,39.3,21.6,98.191,-17.067,-228.123
2247,-71.161,-26.312,-215.493,16.8,-18.8,10.6,-66.214,-23.819,-214.647
2248,44.405,-30.527,-190.572,-34.1,-8.6,-6.1,40.356,-29.439,-191.933
2249,61.541,-46.979,-203.826,-26.6,5.8,11,56.423,-45.231,-202.897
2250,-92.105,-14.576,-190.467,15.9,-34.9,-2.7,-85.64,-13.168,-192.694
2251,-39.055,59.499,-229.299,26.2,8.4,-7,-34.232,55.165,-228.199
2252,-82.85,-71.018,-226.288,26.4,-13.2,35,-78.996,-64.654,-224.626
2253,-31.558,48.488,-204.425,9.1,-7.9,-21.8,-27.975,44.564,-205.34
2254,-74.644,-57.671,-217.264,18.2,-18.7,24.1,-70.464,-52.363,-216.126
2255,103.742,63.578,-236.318,9.5,52.3,7.9,95.934,54.913,-236.654
2256,-25.767,-55.333,-206.862,-6.6,-20.1,11.9,-24.65,-50.268,-206.444
2257,-63.067,107.324,-190.3,34.6,2.2,-30.9,-54.294,101.302,-193.954
2258,-24.939,94.336,-209.793,24.5,12.4,-22.8,-20.424,87.889,-210.576
2259,59.881,-98.587,-210.416,-19.5,11,36.7,55.322,-92.17,-208.686
2260,-30.142,38.655,-197.031,1.9,-15.3,-25.4,-27.04,35.368,-198.81
2261,-113.078,48.442,-213.128,44.8,-7.9,-0.4,-102.389,45.081,-215.663
2262,-37.314,91.545,-200.229,23.2,4,-27.9,-31.868,85.446,-202.083
2263,52.425,-28.363,-205.455,-24.1,3.7,2.8,48,-28.28,-204.552
2264,15.252,-74.033,-204.644,-18.9,-10.9,18.8,13.342,-67.857,-204.115
2265,20.721,103.31,-212.406,18.2,27.8,-21.5,20.534,95.583,-212.709
2266,-110.619,-25.667,-199.462,28.3,-28.8,11.9,-103.09,-23.647,-200.714
2267,30.383,114.044,-228.88,28.8,41.2,-11.1,29.773,106.267,-228.367
2268,9.693,64.919,-198.007,-1.7,3.7,-29.7,9.706,58.902,-199.408
2269,92.454,44.962,-194.437,-21,28.4,-17.1,84.743,37.566,-196.646
2270,31.499,84.057,-227.588,16.4,30.4,-11,29.939,76.961,-226.595
2271,-61.173,-81.421,-201.436,5.2,-26.9,25.4,-58.883,-73.3,-201.862
2272,-10.433,-121.436,-191.942,-14.5,-20.1,37.4,-11.722,-109.993,-193.824
2273,-75.546,-25.251,-235.657,28,-6.7,21.1,-70.3,-23.185,-233.413
2274,-72.097,-21.928,-221.735,20.4,-14.6,12.4,-66.948,-20.05,-220.457
2275,89.657,-41.183,-196.575,-32.2,15.6,10.8,82.606,-41.462,-196.186
2276,12.833,-5.15,-194.22,-23,-15.5,-16.6,11.326,-5.579,-195.621
2277,41.219,75.78,-228.837,12.9,31.2,-8.8,38.581,68.659,-227.796
2278,114.305,28.862,-197.455,-22.2,36.2,-5.2,105.135,21.109,-199.249
2279,-74.794,-21.036,-192.565,7.6,-34,-3.3,-69.537,-18.905,-194.433
2280,-69.784,89.184,-225.436,43,12.9,-7.9,-60.87,84.037,-226.426
2281,23.398,-33.767,-230.669,-4.3,6.9,15.2,21.327,-32.302,-227.415
2282,-73.707,84.072,-205.064,35.4,-0.5,-19.2,-64.846,78.788,-207.538
2283,87.485,24.029,-223.028,-8,33,3.3,80.423,18.243,-221.915
2284,-59.01,69.33,-235.298,37.6,12.2,-2.3,-51.559,64.753,-234.798
2285,-40.419,63.34,-232.714,29.1,11.1,-5.3,-35.019,58.507,-231.506
2286,9.187,-62.337,-201.847,-19.9,-15,11.8,7.721,-57.084,-201.759
2287,-97.31,3.817,-204.555,26.8,-23,0.6,-89.561,3.583,-205.83
2288,-21.464,-98.428,-234.628,10.3,0,42.1,-21.721,-89.976,-232.275
2289,22.136,-80.74,-193.208,-27.6,-15.6,17.3,19.656,-73.738,-194.118
2290,-88.392,-48.556,-192.901,13,-34.7,11.8,-83.43,-43.763,-194.295
2291,-5.295,98.756,-231.822,30.7,28.5,-10.3,-2.636,92.113,-230.832
2292,44.035,-2.776,-200.461,-23.9,0.4,-10.6,40.228,-4.719,-200.661
2293,-89.762,-10.204,-191.362,15.6,-33.9,-4.5,-83.199,-9.193,-193.656
2294,-32.055,-17.362,-227.185,9,-6.6,8.5,-29.792,-16.075,-224.827
2295,25.189,14.818,-204.966,-14.7,-0.9,-14.8,22.942,12.228,-205.058
2296,-34.178,46.816,-239.936,26.4,11.4,0.5,-30.191,43.097,-237.777
2297,17.298,-41.248,-203.705,-20.4,-11.1,3.7,15.459,-38.437,-203.297
2298,54.53,-111.917,-200.92,-23.1,5.5,39,50.496,-103.553,-200.406
2299,83.57,-29.254,-199.746,-29.6,14.7,6,76.646,-30.506,-199.278
2300,37.065,95.528,-204.365,8,26.4,-25.3,34.875,87.738,-205.4
2301,13.872,116.934,-231.251,33.8,39.3,-10.5,14.826,109.466,-230.558
2302,47.108,101.428,-236.466,25.3,44.2,-5.1,44.636,93.527,-235.787
2303,61.064,42.676,-210.356,-9.9,21.1,-13.2,56.17,36.471,-210.201
2304,-32.086,60.032,-209.841,15.2,-1.2,-19.8,-27.718,55.175,-210.309
2305,3.015,-30.193,-213.11,-10.3,-8.8,4,2.536,-28.211,-211.756
2306,-84.612,35.68,-215.506,31,-9.9,-4.2,-76.574,33.034,-216.239
2307,79.415,61.439,-215.421,-2.7,34.9,-9.5,72.989,53.682,-215.769
2308,-59.19,47.221,-212.235,22.4,-7.3,-13.1,-52.671,43.566,-212.818
2309,-98.913,-34.648,-211.108,26.8,-22.4,17.7,-92.415,-31.582,-210.999
2310,-7.098,-103.783,-201.453,-12.5,-16.2,31.6,-8.226,-94.031,-201.929
2311,-15.364,31.884,-229.009,12.6,5.3,-4.3,-13.428,28.889,-227.025
2312,-49.028,-41.721,-199.807,-1.7,-28.2,4.7,-46.169,-37.625,-200.428
2313,-16.476,-91.513,-236.783,9.3,1.5,39.8,-16.8,-83.798,-234.108
2314,-94.168,59.745,-222.894,42.9,0.7,-1.6,-84.457,55.721,-224.303
2315,20.514,42.721,-221.795,2.8,12.9,-10.4,19.339,38.17,-220.417
2316,75.862,-88.626,-228.339,-10.7,25.7,41.7,70.478,-84.632,-224.965
2317,98.277,-47.879,-209.617,-23.7,25.5,21.9,90.676,-48.277,-207.766
2318,-52.212,-102.692,-232.717,20,-5.1,45.8,-51.157,-93.553,-231.009
2319,12.87,55.552,-221.213,7.5,13.8,-13.1,12.635,50.163,-220.129
2320,73.85,-25.167,-191.714,-34.9,6.3,-2.4,67.852,-26.354,-192.335
2321,-90.464,80.734,-220.988,46.3,6.6,-5.8,-80.132,75.948,-223.066
2322,-47.317,29.77,-233.15,23.7,2,1,-42.199,27.315,-231.297
2323,72.983,-92.914,-205.739,-23.8,13.8,34.5,67.693,-87.549,-204.089
2324,-32.571,-91.276,-208.58,-1.4,-18.2,29.5,-32.049,-82.49,-208.268
2325,98.162,-63.832,-201.837,-28.4,22.3,25.2,90.803,-62.516,-200.364
2326,93.395,38.4,-238.16,3.8,43.8,10.1,86.341,31.153,-236.896
2327,16.535,67.793,-230.863,15.4,22.9,-8.6,16.265,61.684,-229.29
2328,45.177,29.648,-239.489,5.8,25.9,4.3,41.902,25.045,-236.629
2329,43.998,109.485,-193.654,7.5,29.9,-31.4,41.144,101.096,-195.868
2330,-53.104,-0.352,-203.186,6,-22.7,-8.3,-48.6,-0.33,-203.881
2331,64.239,-53.842,-193.172,-34.1,1,9.2,58.939,-51.572,-193.356
2332,-54.472,-26.17,-229.801,17.2,-8.7,15.1,-50.5,-23.961,-227.56
2333,-73.163,-16.117,-211.221,16.5,-20.8,5.1,-67.767,-14.677,-210.99
2334,65.382,76.951,-237.336,15.2,42.5,-0.8,60.699,69.239,-236.443
2335,87.998,7.829,-214.177,-16.3,27.1,2.5,81.04,2.863,-213.121
2336,51.496,43.374,-235.467,5.9,28.9,0.3,47.519,37.592,-233.35
2337,-20.213,-93.232,-231.842,7.9,-1.9,38.7,-20.144,-85.268,-229.537
2338,99.912,8.37,-217.6,-14.1,33.7,7.2,92.136,2.961,-216.536
2339,19.394,50.336,-220.055,4.1,13.6,-12.8,18.338,45.064,-218.962
2340,86.736,-75.733,-236.643,-7.1,33.2,42,80.902,-73.852,-232.72
2341,78.432,-42.906,-238.509,-6.1,29.8,28.9,72.607,-43.184,-234.732
2342,45.859,-105.921,-195.099,-26.8,-2.4,32.9,42.22,-97.67,-195.261
2343,-14.387,-59.496,-225.961,1.1,-5.9,22.1,-14.229,-54.504,-223.432
2344,-118.565,-4.745,-203.86,35.7,-23.6,9.3,-109.796,-4.756,-205.381
2345,71.126,-99.268,-193.168,-30.9,7.2,32.6,66.045,-92.701,-192.925
2346,-46.6,93.944,-231.388,39.5,19.9,-7.9,-39.672,88.334,-231.277
2347,48.549,-20.921,-235.436,-4.3,18.3,15.5,44.673,-21.797,-231.889
2348,98.183,47.525,-203.234,-14.5,34.7,-10.4,90.106,39.62,-204.697
2349,-88.947,64.096,-193.359,31.4,-15.6,-21.6,-79.373,59.74,-197.098
2350,31.932,-86.977,-197.621,-25.7,-8.6,23,28.991,-80.06,-197.714
2351,-9.941,0.679,-209.762,-5.4,-10.7,-8.4,-9.418,0.107,-209.244
2352,28.542,-12.625,-238.251,0.9,14.1,12.6,26.2,-13.364,-234.681
2353,-80.61,46.145,-201.11,26,-16.1,-15.9,-72.763,42.704,-203.367
2354,-78.474,-36.452,-233.011,27.4,-9,24.1,-73.262,-33.374,-230.978
2355,-31.145,75.958,-211.863,20.8,5.4,-20.1,-26.567,70.454,-212.351
2356,-20.071,-25.727,-230.937,6.6,-3,12.4,-18.643,-24.08,-228.042
2357,-105.332,52.609,-235.441,50.2,5.9,9.3,-95.108,49.182,-236.715
2358,106.734,48.624,-216.687,-5.9,43.3,-0.3,98.212,40.311,-217.431
2359,81.457,-25.146,-190.735,-35.7,9.6,-1.2,74.973,-27.036,-191.346
2360,-29.176,0.63,-235.236,14.3,0.7,7.3,-26.39,0.056,-232.349
2361,70.538,45.565,-221.022,-3.5,29.9,-5.6,64.983,38.997,-220.317
2362,38.546,-50.708,-200.787,-26.3,-5.6,7.9,35.2,-47.716,-200.403
2363,-46.926,-106.72,-238.745,21.8,-0.5,49.2,-46.28,-97.623,-236.788
2364,34.167,38.558,-201.367,-13.1,5.7,-22,31.378,33.73,-202.226
2365,10.895,-65.578,-193.446,-26.1,-20.1,9.3,9.275,-60.008,-194.449
2366,12.566,-6.707,-225.259,-2.9,3.3,3,11.375,-7.334,-222.759
2367,-18.571,-71.354,-192.322,-18,-28.3,11.9,-18.423,-64.441,-193.797
2368,63.125,84.312,-196.932,-4.3,28.5,-26.3,58.004,76.104,-199.122
2369,-62.449,29.153,-234.623,29.4,1.1,4,-56.174,26.804,-233.109
2370,-78.554,93.374,-190.953,35.5,-5.2,-27.6,-68.88,87.881,-195.029
2371,-117.281,-31.99,-232.397,44.1,-9,31.9,-109.972,-29.819,-231.559
2372,57.612,33.969,-233.793,2.1,28.3,1.8,53.188,28.664,-231.646
2373,84.837,25.568,-238.075,1.1,38.3,10.7,78.4,19.752,-236.032
2374,-6.726,-46.797,-204.209,-14.2,-17.8,6,-6.826,-42.881,-203.969
2375,81.183,-56.499,-239.991,-5.5,31.6,34.9,75.214,-55.801,-236.158
2376,44.013,-76.959,-199.814,-26.7,-3.4,20.2,40.225,-71.656,-199.31
2377,-29.057,117.282,-239.213,46.3,35.2,-5.2,-22.841,110.975,-238.928
2378,39.165,7.561,-219.512,-9.1,10.5,-2.6,35.977,4.818,-217.674
2379,96.961,75.766,-230.526,10.1,50.7,1.7,89.464,66.804,-231.25
2380,61.055,-15.564,-203.311,-25.2,7.4,-1.8,55.96,-17.386,-202.832
2381,-9.233,-114.543,-223.629,2.8,-1.8,44.7,-10.27,-104.769,-222.344
2382,-75.815,77.36,-216.137,38.2,3.2,-11.5,-67.077,72.529,-217.607
2383,37.776,8.927,-236.829,1.5,18.9,6.7,34.828,6.269,-233.666
2384,47.317,70.883,-232.822,12.6,33.3,-5.4,44.176,63.9,-231.52
2385,-82.906,38.931,-192.632,21.9,-23.8,-19.6,-74.893,35.802,-195.764
2386,-30.797,100.657,-199.998,24.5,9,-28.7,-25.562,94.084,-201.812
2387,39.152,-56.41,-236.788,-3.8,14.6,27.4,35.897,-53.718,-232.977
2388,12.032,-58.948,-219.823,-9.1,-3.1,19,10.393,-54.584,-217.573
2389,45.651,104.788,-218.238,17.7,37.9,-16,42.922,96.534,-218.492
2390,70.869,-59.557,-230.376,-10.6,22.9,29.9,65.634,-57.984,-226.801
2391,-96.89,-14.157,-203.793,24.1,-25.7,5.9,-89.865,-12.94,-204.681
2392,-58.904,45.339,-229.341,29.2,2.2,-2.5,-52.675,42.068,-228.431
2393,-70.139,-78.594,-214.534,15.7,-19.4,30.9,-67.175,-71.129,-213.706
2394,-101.587,70.905,-226.779,49.9,6.4,1.1,-90.874,66.722,-228.834
2395,-3.464,4.074,-232.732,6.5,4.8,4,-2.759,2.905,-229.816
2396,26.809,119.313,-236.299,35,45.4,-7,26.701,111.754,-235.583
2397,-92.047,70.007,-211.212,40.6,-2.8,-10.2,-82.008,65.52,-213.541
2398,-110.586,34.135,-223.284,44.4,-5.5,7.2,-100.618,31.587,-224.524
2399,-117.34,-33.441,-223.523,40.6,-14.2,28.3,-109.97,-30.978,-223.01
2400,-60.165,-83.912,-213.611,11.4,-18.9,31.3,-57.902,-75.735,-212.845
2401,-87.909,-82.221,-190.288,12.5,-34.8,26.6,-84.515,-73.972,-191.829
2402,-104.264,-6.899,-222.493,35.8,-13.1,15.4,-96.444,-6.506,-222.207
2403,-23.755,-13.807,-205.661,-5.5,-18.4,-5.5,-22.266,-12.746,-205.596
2404,101.562,8.485,-224.582,-9.9,37.2,11.4,93.725,2.951,-223.115
2405,-33.205,12.288,-238.094,18.6,3.4,6.2,-29.88,10.778,-235.301
2406,-58.784,27.71,-231.675,26.5,-0.5,2.1,-52.951,25.392,-230.259
2407,-119.741,-13.11,-194.841,32.2,-30.1,7.8,-111.244,-12.32,-196.997
2408,-22.697,64.439,-216.276,16.7,5.5,-16.8,-19.336,59.494,-216.021
2409,-45.4,4.647,-191.898,-2.8,-29.2,-18.6,-41.54,4.218,-194.135
2410,-8.336,10.822,-201.666,-9.2,-13.8,-16.7,-7.812,9.445,-202.308
2411,-31.737,116.51,-215.06,37.1,23.2,-19.1,-25.644,109.742,-215.872
2412,-102.52,-29.664,-191.764,20.6,-34.6,7,-95.774,-27.054,-193.587
2413,-6.695,-51.697,-204.735,-13.9,-17.5,8.4,-7.043,-47.216,-204.412
2414,23.443,-18.736,-227.077,-5.3,6.1,8.3,21.213,-18.515,-224.303
2415,-2.28,28.091,-199.078,-8.8,-10.1,-23.1,-2.07,24.969,-200.267
2416,-20.078,-61.36,-234.789,7.7,-1.8,27,-19.275,-56.502,-231.717
2417,74.056,63.727,-213.714,-2.7,32.8,-11.9,68.02,55.947,-214.151
2418,-79.725,-51.534,-215.617,19.6,-19.9,21.9,-75.149,-46.715,-214.697
2419,-79.378,-5.399,-195.056,12.9,-30.7,-6.6,-73.397,-4.743,-196.862
2420,-69.823,88.603,-191.241,30.5,-6.5,-29.1,-61.416,83.185,-194.886
2421,47.524,0.214,-217.816,-12.4,11.5,-0.5,43.506,-2.185,-216.025
2422,-73.298,-29.055,-215.048,17.3,-19.3,11.7,-68.194,-26.323,-214.318
2423,-22.181,117.102,-190.368,25,13.5,-35.1,-17.353,109.906,-192.883
2424,64.624,-23.181,-196.439,-31,4.6,-2.3,59.154,-24.136,-196.594
2425,-23.52,26.255,-201.291,-1.2,-14.3,-20.3,-20.963,23.683,-202.241
2426,69.284,63.755,-202.454,-9.1,26.6,-19.9,63.496,56.338,-203.851
2427,16.77,-120.762,-223.713,-2.4,6,47.8,14.502,-111.139,-222.319
2428,-84.477,-73.291,-216.291,22.6,-19.1,32.1,-80.747,-66.277,-215.361
2429,-99.97,39.744,-214.254,37.8,-9.8,-1.9,-90.676,36.775,-215.772
2430,42.133,-35.77,-210.414,-19.9,2,7.1,38.432,-34.376,-209.048
2431,83.152,47.127,-218.462,-5.2,34.1,-4.8,76.415,39.968,-218.308
2432,-5.723,-77.142,-218.674,-4.9,-7.8,26,-6.326,-70.501,-216.932
2433,-106.873,29.562,-197.864,33,-22.2,-7.5,-97.53,27.279,-200.704
2434,-44.817,65.163,-217.759,24.5,2.9,-14.1,-39.307,60.505,-217.767
2435,2.551,-18.172,-220.85,-4.5,-3.2,4,2.137,-17.385,-218.702
2436,10.542,68.335,-199.932,0.4,6.2,-28.6,10.533,62.318,-201.251
2437,71.461,31.894,-219.486,-7.8,26.7,-3.7,65.752,26.347,-218.499
2438,4.541,-2.521,-210.093,-9.7,-7.3,-7.3,4.157,-3.209,-209.33
2439,84.498,-40.355,-234.08,-8.8,30.3,27.2,78.234,-41.207,-230.6
2440,12.938,49.902,-194.907,-9.4,-2,-30,12.143,44.927,-196.823
2441,-74.993,-3.719,-219.156,22.2,-14.5,5.8,-68.898,-3.484,-218.426
2442,12.533,120.699,-219.146,30.3,35.6,-17.6,13.666,112.98,-219.104
2443,2.611,97.717,-228.337,27.1,28.2,-12.3,4.412,90.63,-227.468
2444,-100.641,-65.757,-225.745,34,-13.8,36.7,-95.723,-60.179,-224.367
2445,30.975,100.518,-206.767,12.3,27.3,-24.4,29.514,92.773,-207.546
2446,57.014,19.416,-224.875,-6,21.3,-0.2,52.497,15.088,-222.854
2447,13.531,-12.051,-191.366,-26.3,-18.3,-16.1,12.069,-11.929,-193.126
2448,102.478,6.408,-222.981,-11.1,36.7,11.3,94.504,1.007,-221.614
2449,-66.309,-61.254,-224.172,18.1,-14,27.1,-62.853,-55.731,-222.371
2450,14.88,54.965,-239.095,16.3,22.8,-2.3,14.615,49.817,-236.703
2451,93.008,72.493,-197.155,-10.3,36.9,-18.9,85.379,63.745,-199.797
2452,85.307,-20.939,-203.72,-26.4,18,5.4,78.372,-23.434,-202.926
2453,-41.227,-39.423,-228.602,11.3,-8.6,17.6,-38.572,-36.015,-226.138
2454,28.743,18.484,-204.167,-15.1,0.6,-16,26.161,15.295,-204.397
2455,46.181,111.09,-221.559,22,41.6,-14,43.582,102.854,-221.66
2456,-25.428,37.113,-195.014,-1.4,-16.1,-27,-22.395,33.822,-196.963
2457,4.066,57.163,-239.427,19.2,21,-2.6,4.82,52.15,-237.035
2458,-24.966,81.041,-197.7,14.1,0.7,-30.3,-21.131,75.088,-199.593
2459,-65.326,-20.878,-205.021,9.6,-24.9,1.9,-60.615,-18.976,-205.305
2460,114.648,20.468,-223.235,-8.2,44,11.4,105.968,13.388,-222.692
2461,-104.533,34.121,-228.166,43.7,-2.9,8.2,-95.149,31.549,-228.826
2462,27.57,-8.152,-216.328,-11.5,2.6,-0.8,25.059,-8.862,-214.755
2463,-116.309,11.237,-229.898,45.9,-5.8,17.7,-107.034,10.079,-230.303
2464,-60.278,-108.788,-222.088,18.6,-11.3,45.7,-59.114,-98.634,-221.242
2465,-31.428,-31.558,-209.979,-1.9,-18.4,4.2,-29.751,-28.532,-209.25
2466,-42.563,-114.128,-220.675,11.8,-9.5,45.5,-42.344,-103.634,-219.943
2467,-72.102,31.458,-234.276,33.1,0.7,4.9,-65.222,29.049,-233.192
2468,20.879,-82.935,-199.605,-22.7,-11.6,21.1,18.5,-75.903,-199.675
2469,81.174,66.703,-237.93,11.5,45.4,3.3,75.066,58.853,-237.225
2470,-97.272,0.668,-231.827,37.3,-6.8,16.2,-89.717,0.359,-230.979
2471,-11.49,-115.466,-226.472,5.2,-0.5,46.2,-12.588,-105.411,-225.134
2472,75.822,-47.196,-235.353,-7.9,27.2,28.5,70.097,-46.712,-231.747
2473,27.457,37.387,-201.446,-12.1,3.1,-22.3,25.125,32.845,-202.292
2474,-56.453,-93.262,-219.079,13.5,-14.5,37.1,-54.709,-84.642,-217.98
2475,47.255,-89.434,-209.978,-19.5,4.7,30.7,43.32,-83.167,-208.472
2476,-77.335,3.131,-235.759,31.3,-3.7,13.2,-70.966,2.762,-234.07
2477,40.351,10.617,-234.497,0.1,18.8,5.3,37.229,7.577,-231.585
2478,-10.845,35.294,-236.839,16.1,11.2,-0.6,-9.31,31.805,-234.285
2479,-7.486,-121.528,-236.17,10.5,6.8,52.3,-8.879,-111.744,-234.462
2480,-68.475,72.297,-214.155,33.3,0.8,-13.6,-60.695,67.589,-215.348
2481,99.363,36.02,-198.2,-20.8,30.9,-11,91.267,28.847,-199.803
2482,7.577,-7.353,-210.952,-10.5,-6.5,-5.2,6.875,-7.808,-210.002
2483,-29.688,-114.566,-194.008,-8,-23.9,35.4,-30.063,-103.321,-195.67
2484,88.719,63.282,-223.563,2.2,41.9,-2.9,81.681,55.179,-223.72
2485,62.111,-69.344,-198.636,-29.7,3.4,18.7,57.147,-65.641,-197.956
2486,42.103,-11.53,-195.701,-28.3,-4.4,-10.8,38.233,-12.37,-196.486
2487,-32.069,-73.784,-203.338,-6,-22.9,19.1,-31.037,-66.671,-203.446
2488,-48.184,-97.244,-234.747,19,-4,43.8,-47.166,-88.798,-232.649
2489,11.939,-84.879,-224.267,-5.3,0.6,31.8,10.104,-77.986,-221.966
2490,-60.434,16.455,-192.711,6.6,-28,-19.1,-55.334,15.08,-195.091
2491,-10.291,78.568,-213.781,16.6,11.5,-20.2,-7.982,72.471,-213.816
2492,-31.527,39.617,-239.391,23.8,9.8,1.2,-27.449,36.207,-237.016
2493,42.34,-59.051,-209.069,-21.2,0.7,16.1,38.71,-55.608,-207.594
2494,-32.881,-30.886,-214.263,1.1,-15.8,6.4,-30.718,-28.166,-213.103
2495,50.51,9.873,-215.713,-12.6,13,-4.1,46.175,6.758,-214.451
2496,43.434,107.581,-209.036,14.6,34.8,-21.8,40.818,99.237,-209.887
2497,6.372,-14.823,-194.504,-22.4,-18.7,-13,5.574,-14.225,-195.79
2498,-10.261,-98.434,-234.452,7.1,2.1,41.6,-10.915,-90.348,-231.978
2499,4.657,32.683,-204.729,-6.1,-3.5,-20.1,4.455,29.055,-205.157
2500,44.539,17.025,-233.731,0.2,20.8,3.8,41.138,13.484,-230.97
2501,1.656,24.45,-235.293,10.1,10.9,0.6,1.948,21.36,-232.468
2502,40.257,84.821,-206.369,4.2,24.4,-23.4,37.53,77.242,-207.227
2503,18.884,-50.827,-216.389,-12.6,-3.1,14.3,16.868,-47.385,-214.438
2504,-42.146,-42.482,-209.25,1,-20.9,9.2,-39.72,-38.539,-208.669
2505,42.773,-16.213,-234.739,-3.6,16.4,13.1,39.29,-17.008,-231.385
2506,-88.376,-81.133,-194.247,14.6,-32.3,27.7,-84.694,-73.041,-195.367
2507,61.791,-23.131,-195.008,-31.8,2.5,-3.7,56.505,-23.613,-195.544
2508,104.55,59.96,-230.258,5,49.6,5.2,96.415,51.21,-230.76
2509,18.392,0.231,-233.691,1.7,10.3,5.9,17.011,-1.404,-230.533
2510,105.07,-36.487,-211.406,-22.1,29.8,20.2,97.109,-38.568,-209.561
2511,-30.842,41.245,-223.738,16.5,1.7,-8.3,-27.278,37.692,-222.565
2512,26.48,60.218,-230.925,11.4,23.4,-7.2,25.105,54.43,-229.135
2513,-47.099,-38.199,-210.926,4,-20.3,8.9,-44.069,-34.776,-210.238
2514,-120.031,-31.612,-228.884,44,-10.8,31,-112.727,-29.535,-228.104
2515,54.662,80.585,-194.353,-6.5,23,-29.3,50.416,72.835,-196.582
2516,-22.408,-58.849,-226.25,3.6,-7.3,22.3,-21.506,-53.865,-223.804
2517,45.685,-75.478,-216.502,-16.3,6.6,26.9,41.788,-70.612,-214.379
2518,-71.975,35.796,-219.412,27.7,-7,-4.5,-65.073,33.087,-219.411
2519,92.59,6.697,-221.426,-12.1,31.9,7.9,85.174,1.816,-220.002
2520,22.071,-33.421,-198.156,-25,-12.7,-2.5,19.933,-31.507,-198.504
2521,-97.17,-11.827,-227.92,34.5,-10.6,17.8,-90.009,-10.969,-226.897
2522,35.587,110.417,-191.237,8.1,26.6,-33.9,33.727,102.264,-193.534
2523,4.19,-2.348,-197.867,-17.7,-15.3,-15.3,3.83,-2.99,-198.776
2524,-43.598,-94.675,-224.798,11.8,-9.5,38.4,-42.606,-86.055,-223.21
2525,97.73,-24.861,-190.418,-35.5,17.9,2.9,89.904,-27.26,-190.949
2526,-83.008,-17.099,-207.1,18.8,-23.9,5.3,-77.033,-15.565,-207.373
2527,23.848,-35.084,-226.153,-7.1,4.5,13.4,21.655,-33.439,-223.28
2528,-15.9,-37.762,-193.227,-18.5,-27.5,-3.9,-15.433,-34.251,-194.651
2529,24.113,40.739,-221.214,1.3,13.1,-10.2,22.463,36.112,-219.864
2530,66.961,18.985,-198.65,-23.7,13,-14.5,61.261,14.539,-199.563
2531,-111.072,-41.424,-221.313,36.6,-16.1,28.3,-104.452,-38.004,-220.535
2532,-113.829,-48.616,-211.256,33.9,-22.1,27.3,-107.347,-44.546,-211.168
2533,-75.515,-78.334,-219.126,20.3,-16.9,33.6,-72.263,-71.071,-217.961
2534,-39.76,-25.105,-202.915,-2.5,-24,-1.5,-37.422,-22.647,-203.141
2535,110.06,29.822,-196.101,-23.2,33.9,-7.6,101.215,22.515,-197.922
2536,-55.128,-106.567,-193.343,0.7,-28.8,33.8,-54.101,-96.019,-194.897
2537,-26.232,48.16,-196.9,3.1,-11.7,-27.5,-23.229,44.102,-198.753
2538,75.282,-58.184,-207.451,-24.9,13.7,20,69.449,-56.429,-205.654
2539,-16.377,-47.548,-207.82,-9,-17.6,8.5,-15.942,-43.382,-207.183
2540,97.1,-21.667,-233.821,-8,36.2,23.7,89.721,-24.866,-230.944
2541,29.661,7.282,-197.149,-22.4,-5.4,-17.6,26.893,5.132,-198.138
2542,34.479,74.966,-212.197,4.7,21.7,-19.6,32.218,67.815,-212.435
2543,37.953,100.807,-221.837,18.9,35.6,-14.6,35.916,92.885,-221.657
2544,-9.242,-66.017,-193.123,-20.8,-25.9,9.3,-9.473,-59.882,-194.402
2545,-55.29,102.397,-226.689,43.2,19.9,-9.8,-47.147,96.713,-227.339
2546,6.225,57.399,-206.161,1.4,4.7,-23.3,6.544,52.035,-206.572
2547,-19.166,-4.329,-226.586,6.2,-3.2,3.3,-17.4,-4.503,-224.231
2548,-67.025,-17.75,-238.816,26.7,-3.7,18.9,-62.052,-16.383,-236.338
2549,74.773,-95.477,-215.269,-17.8,19.6,39.5,69.616,-90.117,-212.893
2550,96.258,14.892,-232.738,-4.1,39,12.8,88.641,8.916,-230.967
2551,-1.26,-43.972,-230.753,0.6,0,18.2,-1.528,-40.959,-227.607
2552,15.644,91.062,-192.572,4,12.6,-34.7,15.485,83.922,-194.796
2553,42.033,47.74,-200.512,-12.4,10.6,-23.3,38.399,41.93,-201.611
2554,-44.406,26.222,-227.976,19.7,-1.3,-1.6,-39.745,23.883,-226.444
2555,37.427,-27.527,-237.473,-2.2,15.2,17.5,34.423,-27.264,-233.698
2556,-22.024,-118.156,-200.584,-6.1,-17.7,39,-22.676,-106.893,-201.559
2557,62.814,-10.36,-221.041,-13.3,17.5,6.7,57.566,-12.349,-218.878
2558,-14.387,-81.565,-201.629,-12.6,-20.2,21,-14.665,-73.827,-201.868
2559,72.157,8.482,-238.44,-1.1,31.2,12.3,66.414,4.115,-235.589
2560,18.823,45.204,-190.021,-15.7,-4.4,-32.8,17.276,40.419,-192.597
2561,96.179,-0.838,-203.586,-24.3,25.2,1.2,88.321,-5.347,-203.43
2562,100.986,-40.762,-200.684,-29.1,23.2,15.6,93.28,-42.173,-199.542
2563,15.731,61.492,-230.101,13.3,20.5,-8.4,15.33,55.77,-228.428
