x,y,z
61.574376678643546,46.21897021618862,-236.75440453199192
63.8006176442334,90.82693226126352,-234.45406317726116
-58.00620596822256,67.34519968158843,-238.94876466909284
27.950906161050494,-76.78240908235887,-252.7791663401248
53.027967498658775,15.025198330928555,-238.3069156265162
13.590911147944913,-2.541941015690573,-226.30064465809772
-67.15812468558453,-18.99185501695026,-260.44683992648095
73.8490506161688,-56.880898390487566,-247.62789739369555
-35.69647257113551,-5.7275290722683065,-227.41221105823678
-62.454468280474735,12.424757159918633,-260.3444399710168
-65.52879673015764,-67.63483264155117,-263.97740506909486
-1.280085525559433,5.4890143812633205,-248.76213257294341
1.017434792633842,9.786924462874563,-252.3819717016721
84.13880623537985,65.48877411680304,-258.76827623623694
69.78123135719547,-36.662955408121974,-254.12325743284185
41.71621457330056,27.55741155980301,-242.30958952550873
-35.08104336675711,-86.87900581618317,-229.07926329985006
17.674807427021733,-98.85287059101336,-236.36982901031493
27.953946985264825,91.476576440108,-264.8984531055933
-97.09919252996582,5.0477033419681305,-228.67753239159276
44.62202391180829,-75.50334669638096,-233.93479993121747
88.77202957824326,-2.3603446279209224,-244.85414428273447
-80.8707959684768,0.12024222325467301,-243.6185491229473
-19.520978221446985,-18.899387730507144,-250.45189382581347
-68.86422180674424,4.789986188401303,-251.90918336881742
-9.804737808904033,-9.14263758136258,-257.815666484773
36.70493189536784,-61.15547607505421,-231.4176728710781
-101.63518044503307,-8.930333453350562,-229.4863549821994
83.86893198347596,14.61721173469902,-231.3301984483914
-96.08762593002209,38.47388754093899,-236.193583010791
-104.69094878071502,9.788854515469302,-255.51205358313302
109.42080200134099,17.591135481971584,-270.66029449627234
115.42817976001596,6.134400907900146,-253.0836359297571
-19.338555085275008,18.959450560384003,-233.6345603848801
14.852562324686055,-87.10503627660009,-262.6238084135109
27.547304656996307,23.34297335066623,-229.00893294904523
-3.4555793355363105,1.2532021082070977,-234.39724517101166
29.982355471156893,45.45036901842005,-250.62144521212647
-27.51314427501827,-51.42358033012321,-261.47959084356035
90.43829723669658,-32.0917791317073,-246.85401113766815
53.86693274805766,20.036238503827324,-266.528773444454
