Index,cmd_x,cmd_y,cmd_z,theta_1,theta_2,theta_3,meas_x,meas_y,meas_z
0,64.506,52.785,-202.524,-12.2,21.7,-19.3,56.624,48.405,-203.859
1,66.634,99.295,-199.252,3.1,35.9,-24.6,57.764,93.068,-201.422
2,-68.846,72.203,-203.641,29.4,-5.4,-20.1,-63.483,66.819,-205.489
3,28.068,-83.075,-222.094,-9.8,4,30.9,25.989,-75.338,-220.179
4,55.326,18.983,-205.106,-18.3,11.2,-12.3,48.823,16.977,-205.503
5,12.263,-1.729,-191.314,-24.5,-17.2,-20,9.911,-1.44,-193.311
6,-75.349,-20.632,-229.1,25.2,-10.2,16.3,-70.671,-19.7,-227.304
7,77.195,-59.084,-216.984,-19,19.2,25,71.384,-54.331,-215.211
8,-41.509,-6.419,-192.235,-6.1,-30.2,-15.1,-39.345,-5.756,-194.326
9,-71.469,13.571,-228.4,27.3,-6.1,5.5,-66.632,11.859,-227.128
10,-71.378,-74.193,-232.97,25,-8.7,36.9,-67.685,-68.252,-231.109
11,-4.146,6.494,-216.968,-1.8,-4,-5.8,-5.255,6.16,-215.775
12,-1.948,11.344,-221.013,0.7,-0.2,-4.7,-3.125,10.546,-219.389
13,88.406,73.706,-225.324,6.6,45.1,-3.1,78.648,68.253,-225.911
14,72.843,-36.309,-223.938,-14.2,20.9,18.7,66.829,-34.181,-221.507
15,42.802,32.142,-209.347,-11,11.4,-14.4,37.139,29.461,-209.27
16,-38.138,-96.52,-194.733,-7,-27.4,27.2,-36.532,-86.9,-196.425
17,17.304,-108.497,-203.259,-16.6,-7.6,34.9,16.167,-97.673,-203.891
18,25.978,98.768,-232.808,25.2,36.1,-9,21.851,92.926,-231.719
19,-108.205,5.564,-192.88,27.7,-30,-3.5,-100.839,3.553,-195.501
20,45.756,-81.494,-201.522,-25.4,-1.4,23.3,42.673,-73.712,-201.416
21,93.839,2.051,-212.714,-18.1,28.3,4.8,84.915,0.457,-212.256
22,-90.76,0.021,-210.056,25.5,-20.1,3.1,-84.724,-0.992,-210.399
23,-23.717,-20.658,-219.047,1.6,-10.4,4.6,-22.785,-18.57,-217.548
24,-78.079,5.145,-219.295,24.7,-13.3,3.9,-72.892,4.044,-218.669
25,-13.481,-9.553,-227.196,4.3,-2.3,5,-13.357,-8.5,-224.934
26,37.357,-66.139,-198.436,-27.4,-7.3,13.7,34.459,-59.572,-198.789
27,-112.417,-9.663,-194.263,28.5,-30.7,3.8,-105.255,-10.591,-196.225
28,88.741,19.97,-197.084,-25.2,22.3,-10.8,79.793,17.416,-198.623
29,-108.718,41.531,-199.965,37,-17.9,-8.2,-100.904,36.966,-202.739
30,-116.736,11,-221.612,43,-10.7,13.5,-108.766,8.224,-222.227
31,115.29,24.984,-238.395,1.5,50.5,18.7,105.123,21.095,-238.038
32,121.987,13.132,-220.374,-10.8,45.2,14,111.465,9.789,-220.467
33,-24.428,21.107,-199.327,-3.2,-17,-20.4,-23.557,19.324,-200.484
34,14.148,-94.705,-232.219,-0.3,6.5,39.3,13.056,-85.952,-230.012
35,27.475,26.772,-194.17,-19.9,-3.8,-25.2,23.201,24.674,-196.088
36,-6.596,1.977,-200.619,-12,-15.7,-14.8,-7.269,2.056,-201.346
37,29.376,50.627,-218.427,1.4,15.9,-13.2,25.035,46.862,-217.647
38,-31.604,-56.255,-231.074,9.1,-6,24.1,-30.063,-51.089,-228.631
39,95.227,-30.547,-215.746,-19.4,27.2,17.4,87.364,-29.131,-214.385
40,55.537,24.506,-235.926,1.6,26.7,4.7,49.339,22.274,-233.602
41,3.409,25.168,-226.031,4.9,6.5,-5,1.878,23.054,-224.026
42,-34.721,-104.615,-216.887,5.5,-11.9,39,-33.323,-94.596,-216.527
43,105.332,9.728,-214.473,-15.7,35.1,6.7,95.569,7.365,-214.371
44,-98.678,39.547,-237.752,45.9,3.8,11,-91.632,35.607,-237.664
45,-13.194,-18.97,-235.933,8,1.8,12.5,-12.802,-17.288,-232.871
46,93.039,55.264,-224.097,0.1,41.9,-0.6,83.239,50.458,-224.382
47,-98.672,2.255,-212.897,30.5,-17.9,6.1,-92.162,0.784,-213.248
48,-72.034,43.79,-204.326,23.2,-14.2,-15.2,-67.131,39.892,-205.749
49,-41.586,-114.414,-227.893,15.3,-5.1,48,-40.23,-104.015,-227.124
50,-15.327,-121.08,-216.778,1.7,-6,45.5,-15.073,-109.482,-216.891
51,-75.817,27.94,-202.578,20.4,-19.5,-12.3,-70.673,24.979,-204.022
52,-106.435,48.347,-216.978,43.2,-5.8,-0.1,-98.523,43.663,-218.601
53,93.693,1.563,-209.872,-20,27,3.3,84.968,0.308,-209.706
54,-12.131,111.294,-194.773,21.3,15,-33,-12.548,104.722,-196.455
55,-38.499,-105.865,-218.002,7.7,-11.6,40.3,-36.851,-96.019,-217.535
56,-25.265,2.46,-216.005,3.2,-9.8,-4.4,-24.604,2.521,-214.929
57,-20.174,52.005,-197.429,2.5,-8.9,-28.1,-19.91,48.192,-199.125
58,-54.682,-68.662,-222.668,13,-13.8,27.7,-51.872,-62.511,-221.211
59,-11.269,66.974,-218.682,15.4,10,-16.1,-11.674,62.322,-218.081
60,-92.47,49.501,-230.17,42.6,2,3.6,-85.455,45.153,-230.447
61,-100.239,62.637,-237.365,51.1,9.7,7.7,-92.726,57.849,-238.287
62,-12.129,-26.43,-214.519,-5.1,-11.3,3.6,-12.039,-23.683,-213.382
63,39.494,13.625,-239.151,3.3,21.2,7,34.852,12.412,-236.194
64,41.129,69.894,-232.645,13,31.1,-6,35.601,65.109,-231.255
65,107.552,10.094,-218.267,-13.2,37.6,9.2,97.953,7.443,-217.907
66,36.445,-103.478,-210.219,-16.3,2.3,36.2,34.45,-93.442,-209.657
67,90.19,-41.348,-196.855,-32,16,11.1,82.84,-38.648,-196.937
68,-36.739,11.484,-210.594,5.6,-13.7,-9.3,-34.989,10.455,-210.357
69,18.388,70.182,-209.775,4.8,14.1,-21.8,14.865,65.313,-209.989
70,-89.342,-17.263,-219.342,27,-16.2,13.2,-83.54,-16.808,-218.696
71,73.083,-48.804,-216.916,-18.9,17.4,20.1,67.11,-45.059,-215.178
72,70.276,-73.158,-201.906,-27.7,9,23.3,65.478,-66.956,-201.228
73,-49.128,97.723,-206.235,31.8,8.1,-22.8,-45.543,91.544,-207.605
74,68.266,34.823,-202.841,-17.3,18.9,-15.2,60.631,31.596,-203.85
75,-8.29,-120.876,-214.204,-1.8,-6,44.4,-8.188,-109.397,-214.349
76,-67.084,6.026,-230.421,25.5,-5.8,7.8,-62.729,5.082,-228.76
77,57.394,34.478,-232.321,1.4,27.6,0.9,51.002,31.687,-230.507
78,-31.476,92.315,-197.297,20.3,3.8,-30.4,-29.996,86.305,-199.123
79,90.901,55.074,-213.793,-5.9,37.2,-7.1,81.336,50.428,-214.626
80,-62.768,-100.515,-204.088,9.2,-23.3,35.8,-60.164,-91.061,-204.807
81,10.2,68.486,-205.855,3.9,9.2,-24.6,7.547,63.719,-206.452
82,-25.01,112.026,-194.796,25.4,12.6,-32.3,-23.75,105.55,-196.624
83,-46.108,-24.711,-238.071,18.5,-2.8,17.8,-43.367,-22.766,-235.224
84,-44.773,-31.743,-220.872,8.8,-13.4,11.3,-42.228,-28.919,-219.334
85,-68.762,-98.352,-239.295,29.2,-3.1,48.9,-66.187,-90.5,-237.535
86,77.106,-89.544,-233.383,-7.8,28.8,44.3,72.546,-82.866,-230.637
87,-41.996,-28.438,-227.598,11.6,-8.7,13.3,-39.774,-25.98,-225.432
88,36.91,73.315,-226.2,11.3,28.1,-10.6,31.727,68.363,-225.196
89,-56.187,-28.444,-206.811,6,-23.5,4.2,-52.809,-25.988,-206.869
90,93.845,46.247,-198.999,-17.6,31,-14,83.969,41.916,-201.049
91,63.725,-70.622,-208.012,-23.5,9.2,23.6,59.214,-64.635,-206.898
92,62.205,-60.469,-211.526,-21.5,10.1,20.5,57.341,-55.38,-210.162
93,9.436,-121.879,-200.97,-14.1,-9.1,40.5,9.045,-109.92,-202.205
94,79.065,63.062,-194.884,-14.7,27.5,-22.8,69.82,57.945,-197.521
95,88.559,2.557,-239.495,-2,37.2,17.6,80.753,1.015,-237.103
96,57.067,-89.471,-217.797,-15.7,12.8,35,53.509,-81.676,-216.056
97,68.604,-5.084,-226.18,-10,22.7,8.8,61.835,-5.499,-224.166
98,22.615,118.689,-223.76,29.7,39,-14.5,18.446,112.429,-223.236
99,3.249,102.523,-202.412,16.9,18.5,-28.4,1.272,96.154,-203.202
100,-71.914,72.429,-232.844,41.7,10.9,-1.9,-66.266,67.226,-232.741
101,-14.096,48.739,-235.423,19.3,12.9,-3.5,-13.948,45.289,-233.174
102,62.784,-31.259,-215.006,-18.9,12.8,10.6,57.345,-28.956,-213.421
103,-20.236,73.09,-222.74,21.7,12.2,-13.8,-19.68,68.197,-221.863
104,-20.369,52.352,-228.61,18.6,9.1,-7.8,-19.567,48.533,-226.952
105,-2.981,-106.748,-208.026,-9.1,-10.7,35.4,-3.206,-96.043,-208.33
106,-3.33,-29.794,-225.706,-1.1,-2.8,10.6,-4.362,-26.73,-223.33
107,-71.726,69.918,-202.261,29.3,-7.3,-20.2,-66.512,64.649,-204.295
108,23.428,-5.929,-237.958,2.4,13.2,10.2,20.707,-5.434,-234.687
109,105.138,-50.508,-197.242,-31.2,23.7,19.3,97.372,-47.895,-196.816
110,-65.574,103.529,-224.164,45.8,18.2,-9.8,-60.17,97.54,-224.99
111,-24.432,-100.66,-232.099,10,-1.7,42.2,-23.546,-91.259,-230.495
112,39.771,-68.046,-236.347,-3.9,14.8,31.7,36.604,-61.984,-233.305
113,58.704,-99.407,-226.736,-9.5,19.1,43,55.499,-90.92,-224.568
114,103.169,51.074,-195.952,-18,35.2,-14.1,92.358,45.997,-198.693
115,3.359,-53.302,-209.93,-13.3,-11.5,11.7,2.565,-47.909,-209.206
116,-79.768,54.997,-215.573,33.5,-4.6,-8.5,-74.108,50.459,-216.385
117,64.614,-63.26,-210.545,-22.3,10.6,21.6,59.792,-57.931,-209.169
118,2.872,-117.973,-228.223,2.8,4.2,47.8,2.454,-107.335,-227.14
119,65.58,-90.841,-220.415,-14.6,17.7,37.9,61.496,-83.02,-218.535
120,45.773,-79.197,-196.051,-29.3,-4.7,19.9,42.482,-71.287,-196.595
121,-54.778,31.938,-234.144,27.1,2.2,2,-51.385,29.231,-232.428
122,20.763,2.62,-220.282,-6.3,4.2,-2.2,17.69,2.503,-218.68
123,-80.517,-16.793,-216.857,22.2,-17.5,9.8,-75.447,-16.124,-216.149
124,-93.075,-82.58,-213.789,26.2,-20.1,37.1,-88.657,-76.119,-213.316
125,-40.288,3.316,-228.55,14.8,-4.5,3.9,-38.069,3.079,-226.443
126,-44.006,-26.661,-231.716,14.5,-6.4,15,-41.391,-24.417,-229.246
127,48.726,97.057,-216.722,13.4,35.5,-16.4,42.031,91.038,-217.014
128,68.671,-40.527,-206.561,-25.1,10.5,10.9,62.9,-37.553,-205.67
129,64.391,99.417,-210.429,9.4,39.1,-18.1,55.92,93.263,-211.601
130,-51.894,-111.117,-224.785,17,-8.6,46.6,-49.93,-101.168,-224.13
131,40.379,-61.001,-238.61,-2.8,16,30.1,37.188,-55.844,-235.345
132,-67.005,2.3,-214.164,17.5,-16.3,-0.3,-62.709,1.686,-213.802
133,-9.54,-93.928,-237.919,8.3,3.8,41,-9.525,-85.539,-235.505
134,6.15,-74.27,-237.913,3.2,6.1,33,5.21,-67.39,-234.981
135,-103.732,-20.29,-199.71,25.3,-28.6,7.9,-97.279,-19.934,-200.863
136,105.547,-63.084,-191.218,-34.8,21.5,22.4,98.093,-58.891,-191.289
137,-96.661,-59.371,-218.688,28.8,-18.2,30.2,-91.537,-55.392,-217.681
138,81.761,46.657,-216.669,-6.3,32.7,-6.1,72.834,42.35,-216.83
139,-99.143,66.793,-210.127,42.2,-4.5,-8.7,-91.317,61.18,-212.561
140,107.405,53.284,-224.627,0,47.3,3.7,96.823,48.375,-225.418
141,103.23,2.463,-192.179,-31.2,24.5,-4.5,93.899,0.267,-193.664
142,-0.342,107.618,-232.756,33.4,33.3,-9.9,-1.742,101.802,-231.592
143,-28.389,-32.664,-204.022,-6.7,-22,1,-26.981,-29.419,-204.253
144,100.198,-51.89,-212.649,-21.8,27.8,25.4,92.692,-48.827,-211.153
145,13.17,20.592,-215.737,-4.2,2.6,-10,10.411,19.05,-214.742
146,77.705,-29.81,-207.046,-24.7,15.4,8.8,71.023,-28.089,-206.332
147,-29.676,61.102,-211.508,15.6,0.5,-19,-28.523,56.613,-211.644
148,-86.533,-42.195,-212.968,21.6,-21.6,18.4,-81.209,-39.332,-212.55
149,91.918,-36.045,-217.411,-18.7,26.2,19.4,84.399,-34.256,-215.826
150,-97.111,44.997,-221.187,40.2,-4.4,0.4,-90,40.692,-222.019
151,-104.567,-61.433,-229.64,37.3,-11.6,37.7,-99.197,-57.842,-228.27
152,-70.317,-52.188,-191.882,3.3,-35.3,8.9,-66.546,-47.491,-193.626
153,20.659,21.869,-220.144,-2.9,7.4,-7.2,17.278,20.147,-218.725
154,-22.201,-56.548,-206.708,-7.9,-19.5,12.1,-21.322,-50.894,-206.621
155,66.731,54.054,-210.522,-7.1,26.2,-14,58.837,49.663,-211.019
156,14.982,92.274,-197.144,7.1,15.1,-31.6,11.459,86.359,-198.649
157,-3.442,-88.213,-196.029,-18.9,-20.7,21.6,-3.645,-79.059,-197.376
158,-11.873,29.097,-231.889,12.6,7,-2.2,-12.292,26.933,-229.61
159,68.947,-42.666,-196.177,-32.2,5.2,6.5,63.3,-39.324,-196.474
160,-41.139,110.796,-198.536,31.4,11.1,-28.6,-38.242,104.23,-200.339
161,-3.4,-92.146,-192.271,-21,-22.8,22.1,-3.573,-82.576,-194.148
162,-0.771,-88.189,-209.781,-10.8,-11.2,27.2,-1.191,-79.432,-209.424
163,-68.158,16.693,-203.903,15.5,-20.6,-10.2,-63.753,14.827,-204.841
164,103.051,4.414,-225.1,-10.1,37.5,13.1,93.945,2.344,-224.019
165,-50.028,-21.676,-229.545,15.8,-8,12.9,-47.165,-20.098,-227.323
166,12.703,-108.621,-197.407,-19.4,-12.6,32.7,11.91,-97.671,-198.684
167,66.519,-100.929,-211.548,-19,14.8,39.2,62.663,-91.897,-210.514
168,32.948,-108.458,-231.144,-2.8,13.2,45.8,31.266,-98.711,-229.14
169,-106.975,16.794,-207.485,34.3,-18.7,1.4,-99.725,13.882,-208.862
170,103.023,63.71,-201.82,-10.4,40.3,-12.3,92.105,58.064,-204.376
171,95.123,-24.339,-205.742,-25.3,23.3,10.1,87.158,-23.896,-205.107
172,54.509,28.817,-218.241,-7.8,19.2,-6.6,48.089,26.12,-217.376
173,-59.039,108.606,-195.637,35.5,6.2,-28.1,-54.199,102.046,-198.282
174,-79.143,-30.26,-239.287,30.8,-5.1,25.2,-74.34,-28.51,-237.085
175,-105.86,-57.001,-200.944,25.7,-28.8,24,-100.008,-53.279,-201.634
176,56.198,-104.412,-196.539,-27.1,2.7,34,53.131,-94.695,-197.013
177,-25.642,25.297,-192.209,-6.1,-21.3,-26.5,-25.107,23.194,-194.523
178,67.507,46.592,-201.662,-14.9,20.9,-18.3,59.577,42.625,-203.023
179,-33.114,-48.701,-191.808,-13.4,-32.1,1.6,-31.57,-43.75,-193.73
180,18.302,86.157,-208.935,10.1,19.2,-23.5,14.777,80.509,-209.296
181,6.601,68.555,-203.595,3.5,7.1,-26.2,4.353,63.511,-204.332
182,52.609,-49.743,-208.159,-23,4.3,12.9,48.157,-45.514,-207.18
183,46.562,74.159,-200.21,-4.3,20.3,-26,40.107,68.87,-201.775
184,-89.805,-73.876,-193.728,14.6,-33.2,24.4,-85.217,-67.72,-194.997
185,-94.729,-26.957,-214.487,26.7,-20,15.4,-89.04,-25.694,-214.112
186,-20.265,-100.88,-213.459,-1.7,-11.9,35.1,-19.547,-90.962,-213.204
187,108.397,33.216,-237.234,2.2,48.5,14.4,98.288,29.074,-236.862
188,32.474,-24.763,-195.645,-28.1,-9.8,-6.8,28.896,-22.385,-196.632
189,25.242,96.871,-220.271,18.6,30,-16.4,21.066,90.972,-219.817
190,-27.062,-42.728,-190.633,-16.4,-31.9,-2.4,-25.987,-38.22,-192.792
191,4.808,103.762,-190.428,11.2,13.9,-36.3,2.549,97.409,-192.63
192,120.053,32.103,-205.194,-16.3,42.1,0.5,108.935,27.558,-206.87
193,-44.417,58.778,-239.418,32.1,12.9,-0.5,-41.296,54.545,-237.693
194,105.15,42.641,-236.381,3.8,48.5,11.4,95.325,38.286,-236.201
195,-17.057,16.864,-211.805,0.8,-8.2,-11.4,-16.696,15.428,-211.274
196,98.437,15.499,-238.029,-0.9,42.1,16,89.512,12.714,-236.61
197,-45.313,-42.406,-219.911,8,-14.5,14.8,-42.764,-38.616,-218.453
198,104.382,6.031,-195.365,-28.5,26.8,-3.4,94.785,3.996,-196.824
199,66.823,99.373,-207.643,7.7,39,-19.4,58.143,93.021,-209.168
200,-63.105,62.305,-239.966,39,12.3,1.8,-58.271,57.683,-238.972
201,-31.331,34.568,-238.196,22.1,8,1.4,-29.371,31.758,-235.799
202,-42.869,97.394,-230.778,39.4,21.3,-8.7,-39.707,91.615,-230.422
203,-91.231,16.296,-190.529,20.1,-30.5,-13.3,-84.974,13.815,-193.408
204,57.994,96.045,-238.53,23.2,46.4,-2.4,50.713,90.475,-238.019
205,61.535,-43.278,-226.749,-12,17.6,20.6,56.443,-40.149,-224.051
206,-95.789,-48.87,-216.114,27.2,-19.8,24.7,-90.444,-45.535,-215.415
207,23.314,59.223,-222.064,7,18.1,-12.6,19.521,54.877,-221.061
208,42.644,75.022,-229.862,13,31.9,-8,36.89,69.951,-228.781
209,-55.348,-58.468,-199.196,0.4,-29.2,12.8,-52.323,-53.053,-200.073
210,79.102,51.295,-214.319,-6.4,31.8,-8.8,70.241,46.669,-214.76
211,35.288,34.929,-210.77,-8.3,10.1,-14.8,30.553,31.885,-210.419
212,62.497,30.316,-198.494,-20.9,13.4,-18.2,55.424,27.506,-199.843
213,81.492,-68.022,-239.176,-5.8,31.7,38.9,76.008,-63.684,-235.827
214,-31.535,-48.235,-213.814,-0.4,-16.5,12.8,-30.138,-43.663,-212.807
215,-36.484,47.195,-235.345,25.1,8.7,-2,-34.431,43.7,-233.504
216,-111.2,-1.288,-197.616,30.1,-27.6,2.4,-103.974,-2.989,-199.527
217,-0.074,-8.031,-225.18,-0.2,-0.2,3.2,-1.164,-7.045,-223.001
218,79.236,42.333,-219.468,-5.7,31.9,-4.2,70.599,38.491,-219.269
219,22.607,-60.589,-211.128,-16.7,-5,16,20.57,-54.715,-210.131
220,57.097,-75.855,-198.874,-28.7,1.6,21,53.108,-68.841,-198.905
221,-14.202,5.816,-201.776,-8.2,-16.1,-15,-14.577,5.613,-202.499
222,-10.549,-18.11,-237.257,8.1,3.2,12.9,-10.512,-16.563,-234.033
223,94.175,-28.871,-221.575,-15.8,29.3,19.4,86.362,-27.934,-219.856
224,56.026,76.965,-229.071,11.6,36.3,-7,48.858,71.725,-228.372
225,-46.275,-76.683,-230.405,14.3,-7.9,33.3,-43.918,-69.97,-228.428
226,104.547,-44.908,-208.134,-24.4,28,21.8,96.505,-42.657,-207.067
227,-81.369,-94.453,-207.498,18.8,-22.8,37.5,-77.85,-86.27,-207.774
228,-14.722,-22.476,-225.428,2.3,-4.9,8.2,-14.783,-20.192,-223.214
229,14.929,-24.131,-238.883,2.7,9.6,15.7,12.835,-21.974,-235.567
230,100.256,-26.718,-226.095,-12.9,34,22.4,92.133,-26.163,-224.162
231,112.063,-42.552,-233.676,-8.9,42.1,34.6,103.945,-41.652,-231.216
232,-36.185,27.214,-233.321,19.8,3.1,0.5,-34.293,24.967,-231.145
233,-63.896,17.432,-207.216,15.4,-18,-9.2,-59.677,15.445,-207.777
234,51.43,84.594,-220.922,10.5,33.8,-13,44.822,79.034,-220.786
235,-2.279,-37.479,-228.669,-0.1,-1.2,14.8,-2.664,-33.949,-226.044
236,55.883,20.531,-213.739,-12.4,15.9,-7.2,49.441,18.576,-213.185
237,88.487,-65.392,-210.265,-23.2,21.4,27.1,82.198,-60.887,-208.691
238,30.989,-117.022,-233.315,0,15,50.3,29.493,-106.722,-231.655
239,-79.749,-96.131,-231.322,29.7,-8.5,46.8,-76.653,-88.32,-230.127
240,-27.771,13.447,-213.255,4.3,-10.1,-8.9,-26.854,12.354,-212.69
241,-54.349,-20.891,-230.169,17.8,-8,13.6,-50.953,-19.362,-228.051
242,4.725,107.557,-203.497,19.2,21.5,-27.6,2.64,101.181,-204.391
243,11.576,118.174,-212.668,26.5,31.6,-21.5,8.817,111.635,-212.806
244,13.615,-84.349,-191.379,-26.8,-19.4,17.9,12.451,-75.552,-193.172
245,-27.882,-84.634,-237.743,12.6,-0.5,37.9,-26.86,-77.159,-235.234
246,-17.283,61.529,-234.045,22.8,15,-6,-17.097,57.374,-232.2
247,-85.62,-13.116,-213.102,23.1,-19.7,7.8,-79.961,-12.887,-213.017
248,-59.117,-62.351,-220.024,13.2,-16,24.6,-55.857,-56.681,-218.807
249,54.849,-67.412,-202.997,-26.3,2.5,18.6,50.582,-61.103,-202.711
250,68.317,30.058,-234.538,0.8,31.6,4.7,60.94,27.007,-232.683
251,-10.914,-94.447,-198.718,-14.3,-20,26,-10.621,-84.852,-199.84
252,71.111,-92.128,-213.644,-18.9,16.8,36.8,66.69,-84.222,-212.239
253,112.577,-40.623,-224.541,-14.1,38.6,29.9,104.143,-39.711,-222.504
254,76.026,52.194,-221.834,-1.5,33.8,-5.1,67.671,47.633,-221.672
255,5.526,42.458,-194.965,-9.8,-6.5,-29,3.446,39.012,-196.733
256,112.27,37.87,-215.351,-9.3,43.1,2.6,101.438,33.355,-216.382
257,-0.92,111.881,-231.276,34.5,34.2,-10.8,-2.152,105.896,-230.286
258,93.552,58.51,-213.757,-5,39.1,-6.9,83.51,53.374,-214.839
259,-28.888,106.873,-191.974,23.2,8,-34.1,-27.505,100.36,-194.212
260,-63.479,-82.518,-195.328,2.9,-31,23.8,-60.51,-74.786,-196.705
261,45.744,107.986,-194.819,7.1,30.3,-30.5,39.12,101.543,-196.848
262,110.76,24.624,-203.378,-19.6,35.8,-1.8,100.334,20.699,-204.77
263,-83.639,25.704,-199.514,22.1,-22.3,-11.9,-77.742,22.635,-201.405
264,-56.704,65.643,-193.354,18.4,-13.1,-28.5,-52.87,60.577,-196.066
265,-28.866,-107.726,-219.357,5.3,-9.1,40.9,-27.89,-97.589,-218.854
266,-98.204,-74.855,-234.112,37.1,-8.7,43.2,-93.809,-69.712,-232.456
267,-79.886,55.043,-223.674,36.6,0.1,-3.7,-74.126,50.695,-223.904
268,-54.546,-108.947,-205.367,7.5,-20.8,39.1,-52.396,-98.525,-206.204
269,-26.528,59.364,-197.247,6.9,-7.9,-28.8,-25.586,54.99,-199.024
270,-36.774,19.191,-223.685,13.8,-4.2,-3.3,-34.427,17.576,-222.197
271,-76.824,27.265,-213.985,25.6,-12.4,-4.9,-71.318,24.37,-214.327
272,40.165,-73.491,-217.188,-15.2,4.9,25.7,37.198,-66.768,-215.506
273,45.041,63.589,-218.282,2.7,24.4,-13.6,38.969,58.887,-217.883
274,-23.992,35.899,-216.124,9.4,-2.8,-12.5,-23.141,32.836,-215.395
275,15.861,-84.812,-223.984,-6.3,1.5,31.8,14.634,-76.801,-222.086
276,-47.719,-65.221,-210.603,3.8,-20.7,20.1,-45.408,-59.097,-210.075
277,78.978,-77.409,-228.051,-11.8,26,37.5,73.696,-71.689,-225.462
278,75.148,-80.722,-199.869,-28.7,10.7,26.9,70.131,-73.866,-199.465
279,11.727,60.681,-238.755,18.3,23.4,-3.3,9.222,56.574,-236.444
280,-94.91,-39.859,-238.866,36.7,-6.1,31.5,-89.507,-37.888,-236.963
281,68.355,40.849,-225.11,-2.1,29.7,-2.7,60.932,37.436,-224.15
282,82.993,67.145,-219.732,1.4,39.3,-6.9,73.497,61.846,-220.268
283,-76.542,-77.532,-195.864,9.2,-31.6,24,-72.856,-70.618,-197.068
284,27.571,-60.479,-230.184,-5.8,7.4,25.1,24.93,-54.846,-227.526
285,34.575,78.503,-232.432,16.6,31.6,-7.5,29.55,73.359,-231.062
286,101.459,-3.489,-197.733,-28.3,25,0.2,92.365,-5.111,-198.473
287,81.29,-11.174,-196.43,-30.5,13.7,-3.3,73.799,-11.466,-197.106
288,-64.833,-4.243,-221.667,19.3,-12.3,5.5,-60.682,-4.448,-220.508
289,-91.472,-5.724,-235.924,36,-5.2,18.7,-85.495,-6.5,-234.444
290,17.06,-57.448,-239.817,1.6,9.5,27.7,15.334,-52.361,-236.504
291,-106.656,-37.499,-201.998,26.7,-28,16.5,-100.503,-35.695,-202.639
292,-94.628,16.517,-199.53,25.5,-24.2,-6.7,-88.121,14.132,-201.345
293,-91.736,-53.271,-202.13,19,-28.5,19.1,-86.548,-49.312,-202.725
294,50.976,-53.158,-190.208,-35.4,-6.9,5.1,46.586,-48.119,-191.665
295,-57.143,-58.718,-225.92,15.4,-12.2,25.5,-54.138,-53.627,-224.068
296,-77.209,69.474,-226.175,40.2,6,-4.5,-71.417,64.528,-226.599
297,-48.268,21.235,-234.243,23,0.8,3.5,-45.057,19.307,-232.146
298,-56.788,-2.898,-215.036,13.1,-15.6,0.1,-53.001,-2.85,-214.469
299,-24.283,-116.448,-201.516,-5.1,-17.8,38.6,-23.611,-104.914,-202.836
300,69.791,-41.532,-205.678,-25.8,10.6,11.1,63.754,-38.274,-205.064
301,-91.6,-10.521,-193.364,17.4,-32.5,-2.7,-85.796,-10.708,-195.317
302,-72.034,-58.766,-236.29,26.2,-7.2,32.4,-68.246,-54.089,-234.041
303,49.192,58.335,-209.019,-4.8,20.2,-18.2,42.814,53.893,-209.435
304,58.922,-77.431,-230.522,-9.1,19,35.2,54.996,-71.121,-227.724
305,45.009,46.817,-226.866,2.7,23.8,-6,39.323,43.076,-225.447
306,-81.904,-78.468,-193.38,10.6,-33.2,24.6,-77.878,-71.557,-194.834
307,-15.535,-15.781,-204.705,-9.1,-17.5,-5.8,-15.691,-14.014,-204.839
308,19.309,-39.993,-215.443,-13,-3.2,9.5,17.05,-36.223,-213.994
309,-9.725,-31.486,-198.391,-16.5,-21.9,-3.7,-9.938,-28.117,-199.271
310,53.249,39.467,-235.836,5,28.8,1.4,46.951,36.088,-233.833
311,-61.329,70.804,-215.61,30.9,1.7,-13.7,-56.746,65.555,-216.21
312,-111.709,37.803,-224.463,46,-4,7.5,-103.56,33.486,-225.606
313,-57.52,24.04,-232.274,25.7,-0.8,3,-53.527,21.869,-230.606
314,55.006,41.033,-203.846,-13.8,15.4,-18.1,48.398,37.638,-204.668
315,-29.949,76.621,-196.087,13.4,-3,-30.8,-28.657,71.142,-198.051
316,-38.53,30.786,-210.145,9.9,-10.2,-14.1,-36.114,28.173,-210.158
317,93.988,-21.03,-208.227,-23.5,24.1,9.9,85.827,-20.593,-207.636
318,-65.54,0.285,-225.247,21.8,-9.6,6.3,-61.202,-0.361,-223.829
319,-27.996,101.676,-236.488,39.2,27.8,-6.8,-26.109,96.036,-235.508
320,-123.54,-18.558,-208.822,38.8,-21.5,18.1,-115.704,-19.327,-209.706
321,12.095,19.753,-203.682,-11.6,-4.9,-17.7,9.469,18.383,-204.197
322,44.259,116.296,-224.344,25.8,44.1,-12.5,38.115,110.049,-224.297
323,79.139,81.246,-235.874,15.2,47.7,0.4,70.423,75.823,-235.77
324,-32.689,-107.672,-208.767,0.7,-16.1,37.4,-31.286,-97.429,-209.158
325,63.074,-76.953,-202.325,-26.8,6.2,24,58.593,-69.9,-202.003
326,-33.55,104.152,-193.275,24.1,6.5,-32.9,-31.526,97.753,-195.535
