target_x,target_y,target_z,theta1,theta2,theta3
67.3673,58.818,-209.83,-29.3987,16.6102,-40.8764
51.1976,13.9268,-202.9943,-51.2934,-12.3012,-43.2575
-6.5172,60.7816,-194.5632,-24.4957,-30.8853,-66.7482
36.8261,-84.0197,-220.8704,-33.9073,-12.3272,21.3454
-90.84,37.743,-231.2966,31.8459,-19.8654,-12.9279
-40.7623,74.2779,-195.8061,1.955,-31.5621,-59.8733
-62.8707,-61.3211,-230.2318,4.9635,-30.1357,18.1272
50.4159,-3.1243,-238.8123,-20.872,8.3304,-5.7801
8.0716,-59.0512,-211.2835,-39.27,-33.93,-0.8948
-43.7905,17.6822,-227.0261,1.4329,-26.2611,-22.6998
-5.3016,65.7351,-218.9645,-3.0997,-6.968,-41.1237
-7.8189,-39.8253,-203.648,-43.0836,-48.0409,-18.8671
-3.3587,59.3745,-213.8795,-10.073,-12.7847,-45.3515
-40.115,-58.4515,-190.897,-39.9295,-65.7463,-12.1009
-24.6329,82.666,-197.5624,-0.4915,-20.6596,-59.2967
-35.554,2.0664,-226.5115,-5.8393,-28.4846,-18.8737
60.4872,37.4677,-197.7535,-50.358,-2.3624,-52.7916
43.9555,84.7572,-196.1819,-25.4594,8.5869,-58.5449
-25.1835,68.1326,-221.1449,6.7088,-10.0838,-38.2964
3.6656,99.3794,-222.0715,11.4785,13.2759,-38.2124
35.4687,-67.5847,-200.7911,-53.9368,-31.2325,0.1286
-58.7251,-17.7146,-199.9872,-15.8618,-57.4015,-27.2196
16.5837,-25.9952,-195.3051,-64.0258,-50.3758,-37.6542
96.1254,24.8214,-197.6908,-50.5296,17.1193,-36.3327
78.5954,-23.9374,-226.9207,-33.561,12.8769,0.0669
14.1049,84.1643,-214.7588,-3.6314,5.4706,-44.7364
-56.9526,55.3806,-239.9387,25.1186,-6.8822,-17.7275
-29.8568,-35.5053,-194.9392,-42.6537,-63.6878,-28.0059
-76.8538,54.1892,-218.3008,23.9697,-24.4384,-29.5566
-63.2696,-31.3162,-237.2631,10.1175,-25.1994,7.4522
37.5149,-27.4423,-215.9165,-41.4624,-16.9263,-14.026
-16.2884,52.2,-239.5472,8.5451,-0.991,-22.3252
-14.1621,30.9294,-221.0022,-11.6102,-21.5528,-34.5079
-17.1827,-92.0809,-209.3591,-28.2744,-37.7589,20.1215
1.9047,99.8199,-227.7086,15.1201,15.8463,-34.0781
-60.6169,-75.5787,-236.7677,8.3879,-24.2034,27.9608
55.9125,80.5451,-192.1215,-33.942,10.8067,-60.5918
33.7847,-28.0671,-209.001,-48.0335,-24.925,-19.8077
78.2232,17.6144,-199.8968,-52.8173,4.3118,-39.3414
-62.249,11.5879,-229.8063,10.7676,-26.499,-14.9315
-25.9244,79.3216,-219.7588,11.0415,-6.1763,-39.5308
-16.8243,-41.5009,-217.6602,-25.5739,-35.9326,-6.5749
-65.8084,44.0296,-229.113,20.3942,-19.1831,-22.454
-21.1687,-4.1794,-221.2952,-17.1079,-31.2922,-22.1011
2.7529,-87.4196,-225.9556,-22.4578,-20.4274,24.1668
-29.4781,-58.3217,-228.6944,-11.9134,-28.5436,10.4096
91.5254,37.7087,-222.9441,-25.953,28.8399,-20.0938
2.7006,-54.8512,-220.5404,-29.7786,-27.8434,2.213
-35.9746,58.5541,-232.9828,13.9578,-7.7959,-26.7931
42.3322,27.0622,-214.8281,-34.0958,-4.4193,-36.4392
30.5899,72.4117,-218.4056,-11.4398,8.7423,-40.8565
22.6515,15.6514,-201.3911,-49.043,-30.3521,-51.352
69.9993,-4.728,-206.5534,-50.4256,-2.0479,-26.6681
29.9238,67.9901,-234.9438,-1.6711,15.8645,-27.1696
-43.5077,82.3979,-215.121,17.3592,-11.643,-41.0883
28.766,87.4121,-190.4151,-25.2902,-1.2755,-66.3392
-69.1004,-27.5399,-209.4946,-3.6407,-47.8998,-11.192
70.4711,-68.4126,-218.8436,-39.0586,2.4419,16.6988
-60.8159,-67.9863,-214.1541,-6.4742,-42.0831,13.2013
49.4802,-74.7987,-221.8792,-35.4589,-6.4661,18.0263
4.4737,3.7826,-227.1854,-20.2612,-17.3515,-21.4761
-31.6722,-0.3469,-237.5245,-0.0822,-18.557,-9.6692
82.8947,-51.4443,-218.1137,-40.4074,8.9881,9.8147
-20.4331,48.2761,-206.4358,-13.576,-29.8646,-51.2332
-53.248,-82.2027,-199.2995,-20.4659,-52.1943,13.2107
-17.7177,-8.4009,-227.4115,-14.3839,-25.6314,-15.7619
-72.4021,7.094,-217.8618,8.5406,-37.42,-19.9621
40.3228,73.6308,-210.3458,-19.0194,9.1516,-46.6249
-46.2416,-77.2044,-213.9557,-13.6985,-40.4475,16.0289
-28.8568,-33.5155,-222.2025,-16.4823,-34.2259,-6.7538
-7.2245,72.4935,-234.5311,9.7696,5.2931,-28.7421
-9.2797,-83.25,-226.6811,-18.877,-23.677,22.293
25.449,68.5647,-203.0614,-24.2148,-4.693,-55.3959
-32.1924,-43.9385,-193.8955,-42.3907,-64.2636,-22.2509
-90.3952,28.6764,-233.6472,30.4936,-20.4255,-9.3493
-75.996,-64.4729,-200.4438,-6.4816,-53.2092,7.4183
-49.1224,52.3456,-216.8487,8.5317,-24.6598,-37.6237
-29.0689,-27.7661,-194.4291,-43.6862,-65.0625,-34.5334
69.0957,-71.4449,-207.1117,-48.2245,-5.9391,12.4055
57.0033,-20.4248,-238.5007,-23.6004,8.991,1.7124
-90.374,-9.5189,-194.7085,4.0499,-58.5618,-25.2841
52.2711,-33.4881,-234.7979,-26.8353,3.5288,4.2249
91.1562,21.915,-201.0559,-48.7728,14.7274,-34.3754
13.5081,-41.1476,-233.3994,-21.8832,-13.6029,3.1387
-20.7368,30.7816,-212.6554,-15.3305,-30.9072,-41.8868
33.7769,-55.7442,-228.2503,-29.9453,-9.8495,8.9493
52.8272,-61.9143,-198.1594,-58.3911,-24.0446,-2.6614
-88.4575,2.8998,-206.3603,11.3258,-46.8977,-22.2316
-84.3938,-19.0112,-207.0764,5.5642,-48.6917,-12.8806
