x,y,z
59.228098479714134,48.49221394102286,-237.03447461122022
60.36750928569296,93.15470389549321,-234.59698900468916
-60.87907564944807,66.90626508685361,-238.6636597160583
28.593362471543294,-75.2505088768118,-253.35350593474746
51.42685473282367,17.064005741087787,-238.67766977404918
12.514935591933352,-1.3530923442970049,-226.48635044896736
-68.06653803166304,-19.612866403434776,-260.4789736186918
73.98794847163755,-54.24413604803279,-248.38574542739636
-36.740803551835896,-5.669427705098305,-227.5009594643329
-64.02769720308291,11.945949624158168,-260.30282681077296
-65.08140821001433,-68.16471823720039,-264.2844719382247
-2.6513064724791464,6.2469553001654905,-248.9497251385714
-0.5208286843571848,10.633361182407093,-252.56365912116647
81.2516611385371,68.3399353799275,-259.0859642773751
69.43281627169381,-34.09354618067829,-254.6822124239511
39.74328469643585,29.548129930855556,-242.4454410541664
-33.928030458045654,-86.8130471820008,-229.6000603934161
18.77060426426585,-97.58644361484832,-237.0657393113111
24.455405765713913,93.01318564131282,-264.89438455866446
-98.234986064548,3.6396711791714145,-228.67604757003062
45.277133153662476,-73.6247069543708,-234.59100852807342
87.5187159620275,0.5443344997413567,-245.4306117321684
-82.11999714092467,-0.9045998439832228,-243.57398440234462
-20.181160416222813,-18.483487422541714,-250.72264404532172
-70.2875049904924,4.130888744205633,-251.84436058412615
-10.75338399980936,-8.412536846804278,-258.10852160612455
37.06334116260028,-59.484945636237406,-231.96419772525883
-102.65122872429284,-10.504454588279089,-229.39995436291971
82.39719968574795,17.50260620187343,-231.79816345944514
-98.29962745722865,37.05311533625188,-235.91392329789565
-106.16184160947833,8.310757666430401,-255.40206854582036
107.72671265069843,21.182106782191923,-271.21259906922967
114.06901911809106,9.875966885440992,-253.64239889083763
-20.95311042728652,19.41062456637893,-233.65859122216276
15.659829677405643,-85.8649154483245,-263.1871866087166
25.804626764890966,24.760622369980865,-229.2626129273209
-4.664589030477123,2.143439089904822,-234.52077822433722
27.639299833187636,46.949249280432575,-250.8222035440568
-27.458652031688068,-51.001913177821265,-261.8058753514526
89.96814905060783,-29.04428875383547,-247.55995259319954
51.94266287141963,22.361344090118944,-266.77697751249787
4.481873027560488,23.14121587956369,-257.2014338522626
-30.719325629000238,-94.50923377528335,-249.70181131818478
98.17297033464129,7.45185334197083,-247.54635774903525
-89.02813031212067,35.69365317132732,-270.8393524049287
-10.197756098116207,-17.20131990292979,-266.0460431353691
85.84310587035066,50.54471572011031,-257.55679112381705
-89.55842228116524,0.8706216281361144,-246.42257811819144
-64.52721201895483,39.97851850817353,-238.9236563003988
-37.62583048651104,-103.92781803091815,-260.2986677517073
-12.468837111608464,-109.39475108299585,-250.06590520490673
-68.06934643439337,25.06614735174119,-237.1967844824085
-95.9192378074186,43.75038724297479,-251.77602678773894
87.57180625374617,0.39536806560796395,-242.88142530853696
-9.943588866413467,104.80867688670756,-229.63030065480146
-34.247313933121596,-95.9321674633406,-250.70986996993767
-22.000291701625383,2.607852609023843,-248.10376106982451
-17.306473845133766,48.27924908258597,-232.30042179975968
-49.26803015079982,-62.42362869126181,-254.38577267105504
-9.070166579868681,62.40878028346371,-251.25596135091894
-82.85065352856448,45.23982726563587,-263.62177886877555
-90.12242346174332,57.9358173835441,-271.461859159493
-9.435248751130995,-23.59556430134775,-246.55728350015644
37.45639848392172,12.499198521060357,-269.3685901128317
38.20528774136386,65.19605533415304,-264.4299363589742
100.55706320824542,7.5302997611260905,-251.081566558901
37.05370236616827,-93.35508086568932,-242.83223400750595
85.44398848234201,-38.56126804886246,-230.11160275000293
-32.38506726834124,10.542415385157845,-243.53158259774742
17.468993549277858,65.40001377283447,-243.16402290258708
-80.93622072324062,-16.721041225094147,-251.87079538192046
69.71366521054975,-44.9720170279573,-248.35257192085416
68.08194369726824,-66.86949318487767,-234.40266841365406
-42.938879691104745,91.6305803869665,-240.78049554267446
63.23482456407381,31.683378196560675,-237.02525503420622
-5.584018361793424,-109.31018001629687,-247.52443308881476
-60.125462715532876,5.168613613081103,-261.93495198891765
53.606309022559266,31.77386789329084,-263.6824625038868
-27.39157024268592,86.39197985448145,-232.29823980636525
83.93999914783802,50.51472936992234,-247.80106031461935
-57.559992948938024,-90.97400371531616,-237.98215551080207
10.150976861358581,63.80635699060604,-239.62728106640603
-21.145725329174308,105.63718778821055,-229.7989611296482
-40.763106156747014,-22.679317446811933,-268.399032447412
-39.62350968716563,-28.83239643975046,-252.50882572146998
-63.58275353233359,-90.41317513224598,-270.7099624989812
75.15013924268204,-82.77924272633847,-263.81185266381266
-37.17030387168055,-25.892800142205704,-258.6069808387436
34.33060137522313,68.44960848988957,-258.371251400434
-50.204556201638816,-25.900554916616056,-240.04440784730596
86.57308362671415,42.00305804237438,-234.22424650066063
61.81793504663212,-64.54822785170413,-240.07260773235603
59.94547862213413,-55.29334451189435,-243.3368691043767
11.648883951407838,-109.83336764213757,-235.3799576957882
72.42449824769943,58.031756359315786,-230.69628617814976
83.35732402765697,1.1021145519571227,-270.27796749856543
