x,y,z,x,y,z
-3.924,88.393,-193.598,-2.0090958844097164,78.82324221212647,-227.86127178816844
8.515,-8.624,-204.009,7.835919649231603,-11.31095423306479,-235.8402548262532
-59.798,3.748,-220.153,-54.32218542293992,0.3469109811122348,-250.06412330444635
6.017,-105.378,-199.333,4.45925312728452,-97.79598268256466,-231.6852296411601
44.32,39.807,-202.291,40.54621932615832,31.892373019939843,-235.4525870362046
37.632,-116.203,-205.317,34.34145077991992,-109.16395710505812,-237.01717131172924
5.707,95.641,-227.247,6.575596453581423,85.65920691665475,-258.4015321181081
48.062,109.397,-227.983,44.15140135115807,98.52862533543728,-260.4288357119362
-14.385,35.907,-215.425,-12.227796701842792,29.46830561817349,-246.2886441838916
-85.23,-78.3,-203.831,-80.88571112043515,-73.12296763400045,-234.27193410221489
40.945,-92.894,-213.539,37.07114136297121,-88.23363825602875,-244.19252302427785
23.186,18.837,-197.22,21.16094236953733,13.200279338163712,-230.6117568277805
50.445,34.476,-235.75,45.857517937876935,26.351994505161663,-265.70454885639305
39.422,-98.522,-224.54,35.92923054400303,-93.88350797685342,-254.15754338648645
45.794,66.862,-190.363,42.07102681226426,57.19510039047993,-225.5550451321539
2.104,-69.871,-224.125,1.103995942842506,-66.66405045998026,-253.2502372301841
113.401,33.872,-194.783,103.92093486858776,23.210610558789107,-230.24825110505
-85.942,72.269,-197.229,-75.9387973367947,64.20988030110966,-231.6599612751968
45.062,-41.672,-195.534,41.28899169432062,-42.0324509876434,-228.2576380678709
85.147,-21.861,-220.196,77.87818722080615,-26.509269929908303,-250.84790498912272
76.882,-86.479,-213.715,71.11117286788148,-84.50971096773556,-243.9675103663655
-98.674,-12.104,-198.868,-90.71990579000916,-13.949492419230504,-230.77092536073363
-100.944,20.122,-211.393,-92.01479000659322,15.428287359422704,-242.9568409661608
-94.97,-52.755,-192.682,-88.89696355791986,-50.29736713399278,-224.44133695875828
31.455,89.074,-198.551,29.296613180558104,78.73836884286222,-232.51014180687164
-59.293,27.976,-230.092,-53.25894167938816,22.5924564322176,-259.68002801095224
-10.52,119.283,-219.505,-7.340849127849249,109.1098657835258,-251.4442322044402
87.725,48.473,-190.676,80.38688733760063,38.54062534801376,-226.2607554785484
-36.603,60.526,-193.771,-31.597306175373788,52.5709861919341,-227.87030660794372
53.692,-19.684,-193.877,49.2073143008672,-22.61758047274949,-227.11248961087907
10.768,46.537,-230.856,10.171229414285472,38.82213041597026,-260.7131041980872
96.769,29.852,-235.933,88.79077461081908,20.345221372987428,-267.5317899444376
-14.109,61.398,-192.134,-11.2069683690537,53.03901879344296,-226.4728905539095
54.22,-80.507,-239.197,49.78984193624727,-78.77912167547723,-267.57196112606755
-95.092,-18.861,-196.09,-87.67885331764485,-20.005008312237045,-228.1205681904877
42.136,96.765,-224.58,38.87609715923961,86.00908815176923,-256.70267624279364
48.44,52.876,-205.03,44.624875363768666,43.91028126189504,-237.9810868710492
1.599,-21.513,-200.367,1.426921513830402,-22.75511478073482,-232.535128768207
9.531,-47.822,-222.636,8.203299690889489,-47.095338097666655,-251.8236606377752
39.304,75.466,-190.711,36.34234416593228,65.69653331556579,-225.76388803454049
-12.119,-122.467,-202.588,-13.145277839280302,-113.2535207291894,-234.7902661923796
