motor_id,x,y,z
1,1699.913,-944.102,-165.614
1,1684.481,-923.624,-243.792
1,1694.096,-934.277,-326.454
1,1719.564,-965.13,-382.212
1,1759.836,-1014.722,-419.074
2,1742.726,-1255.22,-236.331
2,1743.885,-1251.1,-296.8
2,1755.212,-1221.738,-355.892
2,1772.557,-1177.51,-393.005
2,1801.33,-1104.708,-408.87
3,1992.429,-1051.398,-219.097
3,1991.163,-1051.525,-297.366
3,1942.866,-1059.858,-373.345
3,1888.248,-1069.307,-403.067
3,1807.142,-1083.413,-404.117
